"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"42","CA2_CA2 field, Left","datasource",1,1120,22.699,2.14e-06,"*",0.02,0.00088596
"43","CA2_CA2 field, Right","datasource",1,1120,15.269,9.88e-05,"*",0.013,0.0409032
"44","CA3_CA3 field, Left","datasource",1,1120,17.539,3.04e-05,"*",0.015,0.0125856
"45","CA3_CA3 field, Right","datasource",1,1120,13.935,0.000199,"*",0.012,0.082386
"46","CA4_CA4 field, Left","datasource",1,1120,24.024,1.09e-06,"*",0.021,0.00045126
"47","CA4_CA4 field, Right","datasource",1,1120,15.779,7.57e-05,"*",0.014,0.0313398
"48","cc_corpus callosum","datasource",1,1120,6.562,0.011,"*",0.006,1
"49","CeA_Central Nucleus, Left","datasource",1,1120,24.519,8.49e-07,"*",0.021,0.000351486
"50","CeA_Central Nucleus, Right","datasource",1,1120,32.323,1.66e-08,"*",0.028,6.8724e-06
"51","cgb_cingulum bundle, Left","datasource",1,1120,4.558,0.033,"*",0.004,1
"52","cgb_cingulum bundle, Right","datasource",1,1120,10.96,0.000961,"*",0.01,0.397854
"53","CgGf-i_Cingulate gyrus, frontal part, Left, inferior bank of gyrus","datasource",1,1120,28.647,1.05e-07,"*",0.025,4.347e-05
"54","CgGf-i_Cingulate gyrus, frontal part, Right, inferior bank of gyrus","datasource",1,1120,23.964,1.13e-06,"*",0.021,0.00046782
"55","CgGf-s_Cingulate gyrus, frontal part, Left, superior bank of gyrus","datasource",1,1120,30.602,3.94e-08,"*",0.027,1.63116e-05
"56","CgGf-s_Cingulate gyrus, frontal part, Right, superior bank of gyrus","datasource",1,1120,21.397,4.17e-06,"*",0.019,0.00172638
"57","CgGp-i_Cingulate gyrus, parietal part, Left, inferior bank of gyrus","datasource",1,1120,29.282,7.65e-08,"*",0.025,3.1671e-05
"58","CgGp-i_Cingulate gyrus, parietal part, Right, inferior bank of gyrus","datasource",1,1120,16.348,5.63e-05,"*",0.014,0.0233082
"59","CgGp-s_Cingulate gyrus, parietal part, Left, superior bank of gyrus","datasource",1,1120,26.477,3.15e-07,"*",0.023,0.00013041
"60","CgGp-s_Cingulate gyrus, parietal part, Right, superior bank of gyrus","datasource",1,1120,18.609,1.75e-05,"*",0.016,0.007245
"61","CgGr-i_Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus","datasource",1,1120,26.415,3.25e-07,"*",0.023,0.00013455
"62","CgGr-i_Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus","datasource",1,1120,10.451,0.001,"*",0.009,0.414
"63","CgGr-s_Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus","datasource",1,1120,45.796,2.11e-11,"*",0.039,8.7354e-09
"64","CgGr-s_Cingulate gyrus, retrosplenial part, Right, superior bank of gyrus","datasource",1,1120,13.817,0.000211,"*",0.012,0.087354
"65","CGMB_central grey substance of midbrain, Left","datasource",1,1120,39.271,5.25e-10,"*",0.034,2.1735e-07
"66","CGMB_central grey substance of midbrain, Right","datasource",1,1120,20.825,5.59e-06,"*",0.018,0.00231426
"67","CGPo_central grey of the pons, Left","datasource",1,1120,53.051,6.11e-13,"*",0.045,2.52954e-10
"68","CGPo_central grey of the pons, Right","datasource",1,1120,61.615,9.71e-15,"*",0.052,4.01994e-12
"69","CGS_central glial substance","datasource",1,1120,30.527,4.09e-08,"*",0.027,1.69326e-05
"70","Cl_Claustrum, Left","datasource",1,1120,25.841,4.34e-07,"*",0.023,0.000179676
"71","Cl_Claustrum, Right","datasource",1,1120,23.18,1.68e-06,"*",0.02,0.00069552
"72","CMRt_central medullary reticular group, Left","datasource",1,1120,18.782,1.6e-05,"*",0.016,0.006624
"73","CMRt_central medullary reticular group, Right","datasource",1,1120,13.153,3e-04,"*",0.012,0.1242
"74","CnF_cuneiform nucleus, Left","datasource",1,1120,39.115,5.67e-10,"*",0.034,2.34738e-07
"75","CnF_cuneiform nucleus, Right","datasource",1,1120,13.034,0.000319,"*",0.012,0.132066
"76","COMA_Cortico-medial group, Left","datasource",1,1120,38.239,8.76e-10,"*",0.033,3.62664e-07
"77","COMA_Cortico-medial group, Right","datasource",1,1120,30.588,3.97e-08,"*",0.027,1.64358e-05
"78","CPLV_Choroid Plexus of the lateral ventricle","datasource",1,1120,5.76,0.017,"*",0.005,1
"79","Cu_cuneate nucleus, Left","datasource",1,1120,19.392,1.17e-05,"*",0.017,0.0048438
"80","Cu_cuneate nucleus, Right","datasource",1,1120,11.401,0.000759,"*",0.01,0.314226
"81","Cun-pest_cuneus, Left, peristriate","datasource",1,1120,27.728,1.67e-07,"*",0.024,6.9138e-05
"82","Cun-pest_cuneus, Right, peristriate","datasource",1,1120,21.844,3.32e-06,"*",0.019,0.00137448
"83","Cun-str_cuneus, Left, striate","datasource",1,1120,29.447,7.04e-08,"*",0.026,2.91456e-05
"84","Cun-str_cuneus, Right, striate","datasource",1,1120,23.288,1.59e-06,"*",0.02,0.00065826
"85","DBh_Diagonal Band, Horizontal Division, Left","datasource",1,1120,44.619,3.76e-11,"*",0.038,1.55664e-08
"86","DBv_Diagonal Band, Vertical Division, Left","datasource",1,1120,40.713,2.58e-10,"*",0.035,1.06812e-07
"87","DG_Dentate gyrus, Left","datasource",1,1120,15.03,0.000112,"*",0.013,0.046368
"88","DG_Dentate gyrus, Right","datasource",1,1120,13.945,0.000198,"*",0.012,0.081972
"89","Dk_nucleus of Darkschewitsch, Left","datasource",1,1120,34.16,6.65e-09,"*",0.03,2.7531e-06
"90","DMH_Dorsomedial hypothalamic Nucleus, Left","datasource",1,1120,47.175,1.07e-11,"*",0.04,4.4298e-09
"91","Dt_Dentate Nucleus, Left","datasource",1,1120,24.997,6.66e-07,"*",0.022,0.000275724
"92","Dt_Dentate Nucleus, Right","datasource",1,1120,15.683,7.96e-05,"*",0.014,0.0329544
"93","DTA_Anterior Group of Nuclei, Left","datasource",1,1120,56.861,9.63e-14,"*",0.048,3.98682e-11
"94","DTA_Anterior Group of Nuclei, Right","datasource",1,1120,37.552,1.23e-09,"*",0.032,5.0922e-07
"95","DTLd_Lateral group of Nuclei, Left, Dorsal Division","datasource",1,1120,65.545,1.47e-15,"*",0.055,6.0858e-13
"96","DTLd_Lateral group of Nuclei, Right, Dorsal Division","datasource",1,1120,43.936,5.26e-11,"*",0.038,2.17764e-08
"97","DTLv_Lateral group of Nuclei, Left, Ventral division","datasource",1,1120,37.844,1.07e-09,"*",0.033,4.4298e-07
"98","DTLv_Lateral group of Nuclei, Right, Ventral division","datasource",1,1120,33.944,7.41e-09,"*",0.029,3.06774e-06
"99","DTM_Medial Group of Nuclei, Left","datasource",1,1120,54.446,3.11e-13,"*",0.046,1.28754e-10
"100","DTM_Medial Group of Nuclei, Right","datasource",1,1120,36.587,1.99e-09,"*",0.032,8.2386e-07
"101","DTP_Posterior Group of Nuclei, Left","datasource",1,1120,60.803,1.44e-14,"*",0.051,5.9616e-12
"102","DTP_Posterior Group of Nuclei, Right","datasource",1,1120,36.954,1.66e-09,"*",0.032,6.8724e-07
"103","Emb_Emboliform Nucleus, Left","datasource",1,1120,25.035,6.53e-07,"*",0.022,0.000270342
"104","Emb_Emboliform Nucleus, Right","datasource",1,1120,12.038,0.000541,"*",0.011,0.223974
"105","EW_Edinger Westphal nucleus, Left","datasource",1,1120,28.749,1e-07,"*",0.025,4.14e-05
"106","EW_Edinger Westphal nucleus, Right","datasource",1,1120,14.362,0.000159,"*",0.013,0.065826
"107","Fas_Fastigial Nucleus, Left","datasource",1,1120,25.769,4.5e-07,"*",0.022,0.0001863
"108","Fas_Fastigial Nucleus, Right","datasource",1,1120,13.08,0.000312,"*",0.012,0.129168
"109","FP-s_frontal pole, Left, superior aspect","datasource",1,1120,24.97,6.75e-07,"*",0.022,0.00027945
"110","FP-s_frontal pole, Right, superior aspect","datasource",1,1120,25.434,5.34e-07,"*",0.022,0.000221076
"111","FPi_frontal pole, Left, inferior aspect","datasource",1,1120,12.549,0.000413,"*",0.011,0.170982
"112","FPi_frontal pole, Right, inferior aspect","datasource",1,1120,31.045,3.16e-08,"*",0.027,1.30824e-05
"113","FPm_frontal pole, Left, medial aspect","datasource",1,1120,24.437,8.85e-07,"*",0.021,0.00036639
"114","FPm_frontal pole, Right, medial aspect","datasource",1,1120,31.432,2.6e-08,"*",0.027,1.0764e-05
"115","fro_frontal operculum, Left","datasource",1,1120,27.138,2.25e-07,"*",0.024,9.315e-05
"116","fro_frontal operculum, Right","datasource",1,1120,25.572,4.98e-07,"*",0.022,0.000206172
"117","FuG-cos_fusiform gyrus, Left, bank of cos","datasource",1,1120,27.909,1.53e-07,"*",0.024,6.3342e-05
"118","FuG-cos_fusiform gyrus, Right, bank of cos","datasource",1,1120,19.479,1.12e-05,"*",0.017,0.0046368
"119","FuG-its_fusiform gyrus, Left, bank of the its","datasource",1,1120,26.844,2.61e-07,"*",0.023,0.000108054
"120","FuG-its_fusiform gyrus, Right, bank of the its","datasource",1,1120,20.544,6.45e-06,"*",0.018,0.0026703
"121","FuG-l_fusiform gyrus, Left, lateral bank of gyrus","datasource",1,1120,30.521,4.1e-08,"*",0.027,1.6974e-05
"122","FuG-l_fusiform gyrus, Right, lateral bank of gyrus","datasource",1,1120,21.545,3.86e-06,"*",0.019,0.00159804
"123","GiRt_gigantocellular group, Left","datasource",1,1120,26.67,2.86e-07,"*",0.023,0.000118404
"124","GiRt_gigantocellular group, Right","datasource",1,1120,16.694,4.7e-05,"*",0.015,0.019458
"125","Glo_Globose Nucleus, Left","datasource",1,1120,30.095,5.08e-08,"*",0.026,2.10312e-05
"126","Glo_Globose Nucleus, Right","datasource",1,1120,11.14,0.000873,"*",0.01,0.361422
"127","GPe_globus pallidus, external segment, Left","datasource",1,1120,23.948,1.13e-06,"*",0.021,0.00046782
"128","GPe_globus pallidus, external segment, Right","datasource",1,1120,26.525,3.07e-07,"*",0.023,0.000127098
"129","GPi_globus pallidus, internal segment, Left","datasource",1,1120,23.497,1.43e-06,"*",0.021,0.00059202
"130","GPi_globus pallidus, internal segment, Right","datasource",1,1120,21.331,4.31e-06,"*",0.019,0.00178434
"131","Gr_gracile nucleus, Left","datasource",1,1120,15.503,8.75e-05,"*",0.014,0.036225
"132","Gr_gracile nucleus, Right","datasource",1,1120,8.381,0.004,"*",0.007,1
"133","GRe_gyrus rectus, Left","datasource",1,1120,27.061,2.34e-07,"*",0.024,9.6876e-05
"134","GRe_gyrus rectus, Right","datasource",1,1120,21.384,4.2e-06,"*",0.019,0.0017388
"135","HCd_Head of Caudate Nucleus, Left","datasource",1,1120,28.548,1.11e-07,"*",0.025,4.5954e-05
"136","HCd_Head of Caudate Nucleus, Right","datasource",1,1120,20.406,6.93e-06,"*",0.018,0.00286902
"137","He-Crus I_Crus I, Left Lateral Hemisphere","datasource",1,1120,12.892,0.000344,"*",0.011,0.142416
"138","He-Crus I_Crus I, Right Lateral Hemisphere","datasource",1,1120,6.891,0.009,"*",0.006,1
"139","He-Crus II_Crus II, Left Lateral Hemisphere","datasource",1,1120,13.366,0.000268,"*",0.012,0.110952
"140","He-Crus II_Crus II, Right Lateral Hemisphere","datasource",1,1120,8.477,0.004,"*",0.008,1
"141","He-III_III, Left Lateral Hemisphere","datasource",1,1120,21.756,3.47e-06,"*",0.019,0.00143658
"142","He-IV_IV, Left Lateral Hemisphere","datasource",1,1120,27.372,2e-07,"*",0.024,8.28e-05
"143","He-IX_IX, Left Lateral Hemisphere","datasource",1,1120,17.039,3.93e-05,"*",0.015,0.0162702
"144","He-V_V, Left Lateral Hemisphere","datasource",1,1120,21.837,3.33e-06,"*",0.019,0.00137862
"145","He-VI_VI, Left Lateral Hemisphere","datasource",1,1120,17.496,3.1e-05,"*",0.015,0.012834
"146","He-VI_VI, Right Lateral Hemisphere","datasource",1,1120,8.677,0.003,"*",0.008,1
"147","He-VIIB_VIIB, Left Lateral Hemisphere","datasource",1,1120,15.313,9.66e-05,"*",0.013,0.0399924
"148","He-VIIB_VIIB, Right Lateral Hemisphere","datasource",1,1120,8.951,0.003,"*",0.008,1
"149","He-VIIIA_VIIIA, Left Lateral Hemisphere","datasource",1,1120,16.629,4.87e-05,"*",0.015,0.0201618
"150","He-VIIIA_VIIIA, Right Lateral Hemisphere","datasource",1,1120,7.074,0.008,"*",0.006,1
"151","He-VIIIB_VIIIB, Left Lateral Hemisphere","datasource",1,1120,20.501,6.6e-06,"*",0.018,0.0027324
"152","He-X_X, Left Lateral Hemisphere","datasource",1,1120,38.099,9.39e-10,"*",0.033,3.88746e-07
"153","HG_Heschls gyrus, Left","datasource",1,1120,31.438,2.59e-08,"*",0.027,1.07226e-05
"154","HG_Heschls gyrus, Right","datasource",1,1120,23.247,1.62e-06,"*",0.02,0.00067068
"155","Hl_Lateral Habenular Nucleus, Left","datasource",1,1120,33.961,7.34e-09,"*",0.029,3.03876e-06
"156","Hl_Lateral Habenular Nucleus, Right","datasource",1,1120,57.478,7.15e-14,"*",0.049,2.9601e-11
"157","Hm_Medial Habenular Nucleus, Left","datasource",1,1120,57.438,7.29e-14,"*",0.049,3.01806e-11
"158","Hm_Medial Habenular Nucleus, Right","datasource",1,1120,58.67,4.02e-14,"*",0.05,1.66428e-11
"159","IC_Inferior Colliculus, Left","datasource",1,1120,38.204,8.91e-10,"*",0.033,3.68874e-07
"160","ICjl_interstitial nucleus of Cajal, Left","datasource",1,1120,21.143,4.75e-06,"*",0.019,0.0019665
"161","ICjl_interstitial nucleus of Cajal, Right","datasource",1,1120,11.338,0.000785,"*",0.01,0.32499
"162","ILc_Caudal Group of Intralaminar Nuclei, Left","datasource",1,1120,33.841,7.8e-09,"*",0.029,3.2292e-06
"163","ILc_Caudal Group of Intralaminar Nuclei, Right","datasource",1,1120,24.056,1.07e-06,"*",0.021,0.00044298
"164","ILr_Rostral Group of intralaminar Nuclei, Left","datasource",1,1120,51.749,1.15e-12,"*",0.044,4.761e-10
"165","ILr_Rostral Group of intralaminar Nuclei, Right","datasource",1,1120,32.932,1.23e-08,"*",0.029,5.0922e-06
"166","IO_inferior olivary complex, Left","datasource",1,1120,49.175,4.04e-12,"*",0.042,1.67256e-09
"167","IO_inferior olivary complex, Right","datasource",1,1120,25.502,5.15e-07,"*",0.022,0.00021321
"168","IOG-i_inferior occipital gyrus, Left, inferior bank of gyrus","datasource",1,1120,27.745,1.66e-07,"*",0.024,6.8724e-05
"169","IOG-i_inferior occipital gyrus, Right, inferior bank of gyrus","datasource",1,1120,17.985,2.41e-05,"*",0.016,0.0099774
"170","IOG-s_inferior occipital gyrus, Left, superior bank of gyrus","datasource",1,1120,31.097,3.08e-08,"*",0.027,1.27512e-05
"171","IOG-s_inferior occipital gyrus, Right, superior bank of gyrus","datasource",1,1120,23.278,1.6e-06,"*",0.02,0.0006624
"172","IRoG_inferior rostral gyrus, Left","datasource",1,1120,27.43,1.94e-07,"*",0.024,8.0316e-05
"173","IRoG_inferior rostral gyrus, Right","datasource",1,1120,25.024,6.57e-07,"*",0.022,0.000271998
"174","ITG-its_inferior temporal gyrus, Left, bank of the its","datasource",1,1120,27.674,1.72e-07,"*",0.024,7.1208e-05
"175","ITG-its_inferior temporal gyrus, Right, bank of the its","datasource",1,1120,20.899,5.38e-06,"*",0.018,0.00222732
"176","ITG-l_inferior temporal gyrus, Left, lateral bank of gyrus","datasource",1,1120,26.157,3.7e-07,"*",0.023,0.00015318
"177","ITG-l_inferior temporal gyrus, Right, lateral bank of gyrus","datasource",1,1120,22.529,2.34e-06,"*",0.02,0.00096876
"178","ITG-mts_inferior temporal gyrus, Left, bank of mts","datasource",1,1120,28.319,1.24e-07,"*",0.025,5.1336e-05
"179","ITG-mts_inferior temporal gyrus, Right, bank of mts","datasource",1,1120,20.855,5.5e-06,"*",0.018,0.002277
"180","LA_Lateral Nucleus, Left","datasource",1,1120,23.911,1.16e-06,"*",0.021,0.00048024
"181","LA_Lateral Nucleus, Right","datasource",1,1120,30.299,4.59e-08,"*",0.026,1.90026e-05
"182","LC_locus ceruleus, Left","datasource",1,1120,27.964,1.49e-07,"*",0.024,6.1686e-05
"183","LC_locus ceruleus, Right","datasource",1,1120,20.286,7.37e-06,"*",0.018,0.00305118
"184","LGd_Dorsal Lateral Geniculate Nucleus, Left","datasource",1,1120,37.97,1e-09,"*",0.033,4.14e-07
"185","LGd_Dorsal Lateral Geniculate Nucleus, Right","datasource",1,1120,28.718,1.02e-07,"*",0.025,4.2228e-05
"186","LHA_Lateral hypothalamic area, Left","datasource",1,1120,40.548,2.79e-10,"*",0.035,1.15506e-07
"187","LHA_Lateral hypothalamic area, Right","datasource",1,1120,29.337,7.44e-08,"*",0.026,3.08016e-05
"188","LHM_Lateral Hypothalamic Area, Mammillary Region, Left","datasource",1,1120,30.418,4.32e-08,"*",0.026,1.78848e-05
"189","LHM_Lateral Hypothalamic Area, Mammillary Region, Right","datasource",1,1120,33.144,1.1e-08,"*",0.029,4.554e-06
"190","LHT_Lateral Hypothalamic Area, Tuberal Region, Left","datasource",1,1120,33.748,8.17e-09,"*",0.029,3.38238e-06
"191","LIG_Long Insular Gyri, Left","datasource",1,1120,29.802,5.89e-08,"*",0.026,2.43846e-05
"192","LIG_Long Insular Gyri, Right","datasource",1,1120,21.393,4.18e-06,"*",0.019,0.00173052
"193","LiG-pest_lingual gyrus, Left, peristriate","datasource",1,1120,28.602,1.08e-07,"*",0.025,4.4712e-05
"194","LiG-pest_lingual gyrus, Right, peristriate","datasource",1,1120,21.627,3.71e-06,"*",0.019,0.00153594
"195","LiG-str_lingual gyrus, Left, striate","datasource",1,1120,26.948,2.48e-07,"*",0.023,0.000102672
"196","LiG-str_lingual gyrus, Right, striate","datasource",1,1120,24.439,8.84e-07,"*",0.021,0.000365976
"197","LM_Lateral Mammillary Nucleus, Left","datasource",1,1120,32.579,1.46e-08,"*",0.028,6.0444e-06
"198","LMRt_lateral medullary reticular group, Left","datasource",1,1120,25.639,4.81e-07,"*",0.022,0.000199134
"199","LMRt_lateral medullary reticular group, Right","datasource",1,1120,16.157,6.22e-05,"*",0.014,0.0257508
"200","LOrG_lateral orbital gyrus, Left","datasource",1,1120,32.961,1.21e-08,"*",0.029,5.0094e-06
"201","LOrG_lateral orbital gyrus, Right","datasource",1,1120,28.348,1.22e-07,"*",0.025,5.0508e-05
"202","LPB_lateral parabrachial nucleus, Left","datasource",1,1120,33.52,9.15e-09,"*",0.029,3.7881e-06
"203","LPB_lateral parabrachial nucleus, Right","datasource",1,1120,12.591,0.000404,"*",0.011,0.167256
"204","LTu_Lateral Tuberal Nucleus, Left","datasource",1,1120,48.561,5.45e-12,"*",0.042,2.2563e-09
"205","MB_Mammillary Body, Left","datasource",1,1120,22.499,2.37e-06,"*",0.02,0.00098118
"206","MB_Mammillary Body, Right","datasource",1,1120,21.701,3.57e-06,"*",0.019,0.00147798
"207","MBRa_Midbrain Raphe Nuclei","datasource",1,1120,30.104,5.06e-08,"*",0.026,2.09484e-05
"208","MBRa_Midbrain Raphe Nuclei, Left","datasource",1,1120,43.606,6.19e-11,"*",0.037,2.56266e-08
"209","MBRF_Midbrain Reticular Formation, Left","datasource",1,1120,23.931,1.14e-06,"*",0.021,0.00047196
"210","MBRF_Midbrain Reticular Formation, Right","datasource",1,1120,20.672,6.04e-06,"*",0.018,0.00250056
"211","MFG-i_middle frontal gyrus, Left, inferior bank of gyrus","datasource",1,1120,27.879,1.55e-07,"*",0.024,6.417e-05
"212","MFG-i_middle frontal gyrus, Right, inferior bank of gyrus","datasource",1,1120,22.578,2.28e-06,"*",0.02,0.00094392
"213","MFG-s_middle frontal gyrus, Left, superior bank of gyrus","datasource",1,1120,28.028,1.44e-07,"*",0.024,5.9616e-05
"214","MFG-s_middle frontal gyrus, Right, superior bank of gyrus","datasource",1,1120,20.9,5.38e-06,"*",0.018,0.00222732
"215","MG_Medial Geniculate Complex, Left","datasource",1,1120,58.733,3.9e-14,"*",0.05,1.6146e-11
"216","MG_Medial Geniculate Complex, Right","datasource",1,1120,34.943,4.5e-09,"*",0.03,1.863e-06
"217","MM_Medial mammillary Nucleus, Left","datasource",1,1120,33.158,1.1e-08,"*",0.029,4.554e-06
"218","Mo5_motor nucleus of trigeminal nerve, Left","datasource",1,1120,22.291,2.64e-06,"*",0.02,0.00109296
"219","Mo5_motor nucleus of trigeminal nerve, Right","datasource",1,1120,13.719,0.000223,"*",0.012,0.092322
"220","MOrG_medial orbital gyrus, Left","datasource",1,1120,28.21,1.31e-07,"*",0.025,5.4234e-05
"221","MOrG_medial orbital gyrus, Right","datasource",1,1120,19.702,9.94e-06,"*",0.017,0.00411516
"222","MPB_medial parabrachial nucleus, Left","datasource",1,1120,28.71,1.02e-07,"*",0.025,4.2228e-05
"223","MPB_medial parabrachial nucleus,Right","datasource",1,1120,17.647,2.87e-05,"*",0.016,0.0118818
"224","MTG-i_middle temporal gyrus, Left, inferior bank of gyrus","datasource",1,1120,26.556,3.02e-07,"*",0.023,0.000125028
"225","MTG-i_middle temporal gyrus, Right, inferior bank of gyrus","datasource",1,1120,22.488,2.39e-06,"*",0.02,0.00098946
"226","MTG-s_middle temporal gyrus, Left, superior bank of gyrus","datasource",1,1120,25.441,5.32e-07,"*",0.022,0.000220248
"227","MTG-s_middle temporal gyrus, Right, superior bank of gyrus","datasource",1,1120,20.611,6.24e-06,"*",0.018,0.00258336
"228","nbM_Basal nucleus, Left","datasource",1,1120,31.329,2.74e-08,"*",0.027,1.13436e-05
"229","OlfT_Olfactory Tubercle, Left","datasource",1,1120,42.38,1.13e-10,"*",0.036,4.6782e-08
"230","OPi_occipital pole, Left, inferior aspect","datasource",1,1120,27.936,1.51e-07,"*",0.024,6.2514e-05
"231","opIFG_inferior frontal gyrus, opercular part, Left","datasource",1,1120,28.96,9e-08,"*",0.025,3.726e-05
"232","opIFG_inferior frontal gyrus, opercular part, Right","datasource",1,1120,22.166,2.81e-06,"*",0.019,0.00116334
"233","OPl_occipital pole, Left, lateral aspect","datasource",1,1120,61.814,8.83e-15,"*",0.052,3.65562e-12
"234","OPs_occipital pole, Left, superior aspect","datasource",1,1120,34.658,5.19e-09,"*",0.03,2.14866e-06
"235","orIFG_inferior frontal gyrus, orbital part, Left","datasource",1,1120,30.167,4.9e-08,"*",0.026,2.0286e-05
"236","orIFG_inferior frontal gyrus, orbital part, Right","datasource",1,1120,21.558,3.84e-06,"*",0.019,0.00158976
"237","OTG-i_occipito-temporal gyrus, Left, inferior bank of gyrus","datasource",1,1120,25.769,4.5e-07,"*",0.022,0.0001863
"238","OTG-i_occipito-temporal gyrus, Right, inferior bank of gyrus","datasource",1,1120,16.266,5.88e-05,"*",0.014,0.0243432
"239","OTG-s_occipito-temporal gyrus, Left, superior bank of gyrus","datasource",1,1120,27.346,2.03e-07,"*",0.024,8.4042e-05
"240","OTG-s_occipito-temporal gyrus, Right, superior bank of gyrus","datasource",1,1120,20.231,7.58e-06,"*",0.018,0.00313812
"241","Pa_Paraventricular Nuclei, Left of Thalamus, Left","datasource",1,1120,40.215,3.29e-10,"*",0.035,1.36206e-07
"242","Pa_Paraventricular Nuclei, Right of Thalamus, Right","datasource",1,1120,39.154,5.57e-10,"*",0.034,2.30598e-07
