"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"31","ATZ_Amygdaloid Transition zone, Left","datasource",1,884,507.092,4.13e-89,"*",0.365,1.70982e-86
"32","ATZ_Amygdaloid Transition zone, Right","datasource",1,884,502.58,1.74e-88,"*",0.362,7.2036e-86
"33","BCd_Body of Caudate Nucleus, Left","datasource",1,884,434.607,8.12e-79,"*",0.33,3.36168e-76
"34","BCd_Body of Caudate Nucleus, Right","datasource",1,884,518.932,9.67e-91,"*",0.37,4.00338e-88
"35","BLA_Basolateral Nucleus, Left","datasource",1,884,533.551,9.81e-93,"*",0.376,4.06134e-90
"36","BLA_Basolateral Nucleus, Right","datasource",1,884,431.375,2.41e-78,"*",0.328,9.9774e-76
"37","BMA_Basomedial nucleus, Left","datasource",1,884,491.101,6.91e-87,"*",0.357,2.86074e-84
"38","BMA_Basomedial nucleus, Right","datasource",1,884,485.48,4.24e-86,"*",0.354,1.75536e-83
"39","BST_Nucleus of Stria Terminalis, Left","datasource",1,884,409.371,4.24e-75,"*",0.317,1.75536e-72
"40","CA1_CA1 field, Left","datasource",1,884,273.07,1.17e-53,"*",0.236,4.8438e-51
"41","CA1_CA1 field, Right","datasource",1,884,424.613,2.36e-77,"*",0.324,9.7704e-75
"42","CA2_CA2 field, Left","datasource",1,884,274.614,6.46e-54,"*",0.237,2.67444e-51
"43","CA2_CA2 field, Right","datasource",1,884,436.71,4.01e-79,"*",0.331,1.66014e-76
"44","CA3_CA3 field, Left","datasource",1,884,333.43,1.88e-63,"*",0.274,7.7832e-61
"45","CA3_CA3 field, Right","datasource",1,884,474.617,1.44e-84,"*",0.349,5.9616e-82
"46","CA4_CA4 field, Left","datasource",1,884,377.653,2.55e-70,"*",0.299,1.0557e-67
"47","CA4_CA4 field, Right","datasource",1,884,553.474,2.03e-95,"*",0.385,8.4042e-93
"48","cc_corpus callosum","datasource",1,884,625.756,7.49e-105,"*",0.414,3.10086e-102
"49","CeA_Central Nucleus, Left","datasource",1,884,434.989,7.14e-79,"*",0.33,2.95596e-76
"50","CeA_Central Nucleus, Right","datasource",1,884,428.33,6.72e-78,"*",0.326,2.78208e-75
"51","cgb_cingulum bundle, Left","datasource",1,884,658.159,6.19e-109,"*",0.427,2.56266e-106
"52","cgb_cingulum bundle, Right","datasource",1,884,546.655,1.67e-94,"*",0.382,6.9138e-92
"53","CgGf-i_Cingulate gyrus, frontal part, Left, inferior bank of gyrus","datasource",1,884,420.477,9.6e-77,"*",0.322,3.9744e-74
"54","CgGf-i_Cingulate gyrus, frontal part, Right, inferior bank of gyrus","datasource",1,884,498.695,6.03e-88,"*",0.361,2.49642e-85
"55","CgGf-s_Cingulate gyrus, frontal part, Left, superior bank of gyrus","datasource",1,884,367.104,1.05e-68,"*",0.293,4.347e-66
"56","CgGf-s_Cingulate gyrus, frontal part, Right, superior bank of gyrus","datasource",1,884,445.705,1.98e-80,"*",0.335,8.1972e-78
"57","CgGp-i_Cingulate gyrus, parietal part, Left, inferior bank of gyrus","datasource",1,884,400.264,9.71e-74,"*",0.312,4.01994e-71
"58","CgGp-i_Cingulate gyrus, parietal part, Right, inferior bank of gyrus","datasource",1,884,514.272,4.22e-90,"*",0.368,1.74708e-87
"59","CgGp-s_Cingulate gyrus, parietal part, Left, superior bank of gyrus","datasource",1,884,407.61,7.76e-75,"*",0.316,3.21264e-72
"60","CgGp-s_Cingulate gyrus, parietal part, Right, superior bank of gyrus","datasource",1,884,545.589,2.32e-94,"*",0.382,9.6048e-92
"61","CgGr-i_Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus","datasource",1,884,416.986,3.15e-76,"*",0.321,1.3041e-73
"62","CgGr-i_Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus","datasource",1,884,501.116,2.78e-88,"*",0.362,1.15092e-85
"63","CgGr-s_Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus","datasource",1,884,306.209,4.25e-59,"*",0.257,1.7595e-56
"64","CgGr-s_Cingulate gyrus, retrosplenial part, Right, superior bank of gyrus","datasource",1,884,475.586,1.05e-84,"*",0.35,4.347e-82
"65","CGMB_central grey substance of midbrain, Left","datasource",1,884,451.788,2.62e-81,"*",0.338,1.08468e-78
"66","CGMB_central grey substance of midbrain, Right","datasource",1,884,657.76,6.94e-109,"*",0.427,2.87316e-106
"67","CGPo_central grey of the pons, Left","datasource",1,884,377.084,3.11e-70,"*",0.299,1.28754e-67
"68","CGPo_central grey of the pons, Right","datasource",1,884,468.133,1.2e-83,"*",0.346,4.968e-81
"69","CGS_central glial substance","datasource",1,884,429.761,4.15e-78,"*",0.327,1.7181e-75
"70","Cl_Claustrum, Left","datasource",1,884,349.549,5.52e-66,"*",0.283,2.28528e-63
"71","Cl_Claustrum, Right","datasource",1,884,364.635,2.52e-68,"*",0.292,1.04328e-65
"72","CMRt_central medullary reticular group, Left","datasource",1,884,545.41,2.45e-94,"*",0.382,1.0143e-91
"73","CMRt_central medullary reticular group, Right","datasource",1,884,761.732,1.98e-121,"*",0.463,8.1972e-119
"74","CnF_cuneiform nucleus, Left","datasource",1,884,390.231,3.14e-72,"*",0.306,1.29996e-69
"75","CnF_cuneiform nucleus, Right","datasource",1,884,810.637,4.66e-127,"*",0.478,1.92924e-124
"76","COMA_Cortico-medial group, Left","datasource",1,884,509.119,2.16e-89,"*",0.365,8.9424e-87
"77","COMA_Cortico-medial group, Right","datasource",1,884,485.056,4.86e-86,"*",0.354,2.01204e-83
"78","CPLV_Choroid Plexus of the lateral ventricle","datasource",1,884,484.088,6.65e-86,"*",0.354,2.7531e-83
"79","Cu_cuneate nucleus, Left","datasource",1,884,647.073,1.51e-107,"*",0.423,6.2514e-105
"80","Cu_cuneate nucleus, Right","datasource",1,884,808.426,8.3e-127,"*",0.478,3.4362e-124
"81","Cun-pest_cuneus, Left, peristriate","datasource",1,884,375.266,5.89e-70,"*",0.298,2.43846e-67
"82","Cun-pest_cuneus, Right, peristriate","datasource",1,884,467.705,1.38e-83,"*",0.346,5.7132e-81
"83","Cun-str_cuneus, Left, striate","datasource",1,884,335.974,7.45e-64,"*",0.275,3.0843e-61
"84","Cun-str_cuneus, Right, striate","datasource",1,884,384.526,2.29e-71,"*",0.303,9.4806e-69
"85","DBh_Diagonal Band, Horizontal Division, Left","datasource",1,884,590.27,2.8e-100,"*",0.4,1.1592e-97
"86","DBv_Diagonal Band, Vertical Division, Left","datasource",1,884,495.882,1.48e-87,"*",0.359,6.1272e-85
"87","DG_Dentate gyrus, Left","datasource",1,884,275.433,4.73e-54,"*",0.238,1.95822e-51
"88","DG_Dentate gyrus, Right","datasource",1,884,381.464,6.69e-71,"*",0.301,2.76966e-68
"89","Dk_nucleus of Darkschewitsch, Left","datasource",1,884,521.819,3.89e-91,"*",0.371,1.61046e-88
"90","DMH_Dorsomedial hypothalamic Nucleus, Left","datasource",1,884,355.638,6.22e-67,"*",0.287,2.57508e-64
"91","Dt_Dentate Nucleus, Left","datasource",1,884,541.575,8.06e-94,"*",0.38,3.33684e-91
"92","Dt_Dentate Nucleus, Right","datasource",1,884,770.698,1.79e-122,"*",0.466,7.4106e-120
"93","DTA_Anterior Group of Nuclei, Left","datasource",1,884,460.532,1.46e-82,"*",0.343,6.0444e-80
"94","DTA_Anterior Group of Nuclei, Right","datasource",1,884,639.924,1.2e-106,"*",0.42,4.968e-104
"95","DTLd_Lateral group of Nuclei, Left, Dorsal Division","datasource",1,884,354.759,8.53e-67,"*",0.286,3.53142e-64
"96","DTLd_Lateral group of Nuclei, Right, Dorsal Division","datasource",1,884,404.842,2.01e-74,"*",0.314,8.3214e-72
"97","DTLv_Lateral group of Nuclei, Left, Ventral division","datasource",1,884,442.123,6.55e-80,"*",0.333,2.7117e-77
"98","DTLv_Lateral group of Nuclei, Right, Ventral division","datasource",1,884,475.289,1.16e-84,"*",0.35,4.8024e-82
"99","DTM_Medial Group of Nuclei, Left","datasource",1,884,394.775,6.48e-73,"*",0.309,2.68272e-70
"100","DTM_Medial Group of Nuclei, Right","datasource",1,884,576.391,1.85e-98,"*",0.395,7.659e-96
"101","DTP_Posterior Group of Nuclei, Left","datasource",1,884,420.147,1.07e-76,"*",0.322,4.4298e-74
"102","DTP_Posterior Group of Nuclei, Right","datasource",1,884,480.166,2.37e-85,"*",0.352,9.8118e-83
"103","Emb_Emboliform Nucleus, Left","datasource",1,884,444.132,3.35e-80,"*",0.334,1.3869e-77
"104","Emb_Emboliform Nucleus, Right","datasource",1,884,886.451,1.81e-135,"*",0.501,7.4934e-133
"105","EW_Edinger Westphal nucleus, Left","datasource",1,884,700.038,4.37e-114,"*",0.442,1.80918e-111
"106","EW_Edinger Westphal nucleus, Right","datasource",1,884,828.942,4.01e-129,"*",0.484,1.66014e-126
"107","Fas_Fastigial Nucleus, Left","datasource",1,884,692.024,4.13e-113,"*",0.439,1.70982e-110
"108","Fas_Fastigial Nucleus, Right","datasource",1,884,689.209,9.11e-113,"*",0.438,3.77154e-110
"109","FP-s_frontal pole, Left, superior aspect","datasource",1,884,538.882,1.86e-93,"*",0.379,7.7004e-91
"110","FP-s_frontal pole, Right, superior aspect","datasource",1,884,377.027,3.17e-70,"*",0.299,1.31238e-67
"111","FPi_frontal pole, Left, inferior aspect","datasource",1,884,461.575,1.03e-82,"*",0.343,4.2642e-80
"112","FPi_frontal pole, Right, inferior aspect","datasource",1,884,370.179,3.54e-69,"*",0.295,1.46556e-66
"113","FPm_frontal pole, Left, medial aspect","datasource",1,884,360.24,1.2e-67,"*",0.29,4.968e-65
"114","FPm_frontal pole, Right, medial aspect","datasource",1,884,402.195,4.99e-74,"*",0.313,2.06586e-71
"115","fro_frontal operculum, Left","datasource",1,884,401.658,6.01e-74,"*",0.312,2.48814e-71
"116","fro_frontal operculum, Right","datasource",1,884,502.135,2e-88,"*",0.362,8.28e-86
"117","FuG-cos_fusiform gyrus, Left, bank of cos","datasource",1,884,382.168,5.23e-71,"*",0.302,2.16522e-68
"118","FuG-cos_fusiform gyrus, Right, bank of cos","datasource",1,884,518.774,1.02e-90,"*",0.37,4.2228e-88
"119","FuG-its_fusiform gyrus, Left, bank of the its","datasource",1,884,413.784,9.38e-76,"*",0.319,3.88332e-73
"120","FuG-its_fusiform gyrus, Right, bank of the its","datasource",1,884,495.788,1.53e-87,"*",0.359,6.3342e-85
"121","FuG-l_fusiform gyrus, Left, lateral bank of gyrus","datasource",1,884,385.204,1.81e-71,"*",0.304,7.4934e-69
"122","FuG-l_fusiform gyrus, Right, lateral bank of gyrus","datasource",1,884,451.854,2.57e-81,"*",0.338,1.06398e-78
"123","GiRt_gigantocellular group, Left","datasource",1,884,496.064,1.4e-87,"*",0.359,5.796e-85
"124","GiRt_gigantocellular group, Right","datasource",1,884,493.129,3.6e-87,"*",0.358,1.4904e-84
"125","Glo_Globose Nucleus, Left","datasource",1,884,578.494,9.76e-99,"*",0.396,4.04064e-96
"126","Glo_Globose Nucleus, Right","datasource",1,884,757.479,6.22e-121,"*",0.461,2.57508e-118
"127","GPe_globus pallidus, external segment, Left","datasource",1,884,567.66,2.63e-97,"*",0.391,1.08882e-94
"128","GPe_globus pallidus, external segment, Right","datasource",1,884,649.622,7.23e-108,"*",0.424,2.99322e-105
"129","GPi_globus pallidus, internal segment, Left","datasource",1,884,487.916,1.93e-86,"*",0.356,7.9902e-84
"130","GPi_globus pallidus, internal segment, Right","datasource",1,884,606.992,1.9e-102,"*",0.407,7.866e-100
"131","Gr_gracile nucleus, Left","datasource",1,884,683.947,4.01e-112,"*",0.436,1.66014e-109
"132","Gr_gracile nucleus, Right","datasource",1,884,881.871,5.69e-135,"*",0.499,2.35566e-132
"133","GRe_gyrus rectus, Left","datasource",1,884,419.156,1.5e-76,"*",0.322,6.21e-74
"134","GRe_gyrus rectus, Right","datasource",1,884,472.231,3.14e-84,"*",0.348,1.29996e-81
"135","HCd_Head of Caudate Nucleus, Left","datasource",1,884,465.955,2.45e-83,"*",0.345,1.0143e-80
"136","HCd_Head of Caudate Nucleus, Right","datasource",1,884,566.423,3.83e-97,"*",0.391,1.58562e-94
"137","He-Crus I_Crus I, Left Lateral Hemisphere","datasource",1,884,179.504,2.12e-37,"*",0.169,8.7768e-35
"138","He-Crus I_Crus I, Right Lateral Hemisphere","datasource",1,884,276.183,3.55e-54,"*",0.238,1.4697e-51
"139","He-Crus II_Crus II, Left Lateral Hemisphere","datasource",1,884,178.103,3.8e-37,"*",0.168,1.5732e-34
"140","He-Crus II_Crus II, Right Lateral Hemisphere","datasource",1,884,276.802,2.8e-54,"*",0.238,1.1592e-51
"141","He-III_III, Left Lateral Hemisphere","datasource",1,884,132,1.42e-28,"*",0.13,5.8788e-26
"142","He-IV_IV, Left Lateral Hemisphere","datasource",1,884,148.495,1.1e-31,"*",0.144,4.554e-29
"143","He-IX_IX, Left Lateral Hemisphere","datasource",1,884,172.263,4.41e-36,"*",0.163,1.82574e-33
"144","He-V_V, Left Lateral Hemisphere","datasource",1,884,128.023,8.16e-28,"*",0.127,3.37824e-25
"145","He-VI_VI, Left Lateral Hemisphere","datasource",1,884,156.503,3.53e-33,"*",0.15,1.46142e-30
"146","He-VI_VI, Right Lateral Hemisphere","datasource",1,884,240.943,3.12e-48,"*",0.214,1.29168e-45
"147","He-VIIB_VIIB, Left Lateral Hemisphere","datasource",1,884,168.993,1.75e-35,"*",0.16,7.245e-33
"148","He-VIIB_VIIB, Right Lateral Hemisphere","datasource",1,884,307.204,2.93e-59,"*",0.258,1.21302e-56
"149","He-VIIIA_VIIIA, Left Lateral Hemisphere","datasource",1,884,144.767,5.49e-31,"*",0.141,2.27286e-28
"150","He-VIIIA_VIIIA, Right Lateral Hemisphere","datasource",1,884,262.112,7.96e-52,"*",0.229,3.29544e-49
"151","He-VIIIB_VIIIB, Left Lateral Hemisphere","datasource",1,884,122.304,1.02e-26,"*",0.122,4.2228e-24
"152","He-X_X, Left Lateral Hemisphere","datasource",1,884,130.269,3.04e-28,"*",0.128,1.25856e-25
"153","HG_Heschls gyrus, Left","datasource",1,884,372.556,1.53e-69,"*",0.296,6.3342e-67
"154","HG_Heschls gyrus, Right","datasource",1,884,466.221,2.25e-83,"*",0.345,9.315e-81
"155","Hl_Lateral Habenular Nucleus, Left","datasource",1,884,787.206,2.21e-124,"*",0.471,9.1494e-122
"156","Hl_Lateral Habenular Nucleus, Right","datasource",1,884,322.51,1.02e-61,"*",0.267,4.2228e-59
"157","Hm_Medial Habenular Nucleus, Left","datasource",1,884,332.045,3.11e-63,"*",0.273,1.28754e-60
"158","Hm_Medial Habenular Nucleus, Right","datasource",1,884,292.228,8.02e-57,"*",0.248,3.32028e-54
"159","IC_Inferior Colliculus, Left","datasource",1,884,442.556,5.66e-80,"*",0.334,2.34324e-77
"160","ICjl_interstitial nucleus of Cajal, Left","datasource",1,884,692.683,3.43e-113,"*",0.439,1.42002e-110
"161","ICjl_interstitial nucleus of Cajal, Right","datasource",1,884,893.286,3.29e-136,"*",0.503,1.36206e-133
"162","ILc_Caudal Group of Intralaminar Nuclei, Left","datasource",1,884,482.888,9.81e-86,"*",0.353,4.06134e-83
"163","ILc_Caudal Group of Intralaminar Nuclei, Right","datasource",1,884,540.75,1.04e-93,"*",0.38,4.3056e-91
"164","ILr_Rostral Group of intralaminar Nuclei, Left","datasource",1,884,443.521,4.11e-80,"*",0.334,1.70154e-77
"165","ILr_Rostral Group of intralaminar Nuclei, Right","datasource",1,884,593.464,1.07e-100,"*",0.402,4.4298e-98
"166","IO_inferior olivary complex, Left","datasource",1,884,498.378,6.67e-88,"*",0.361,2.76138e-85
"167","IO_inferior olivary complex, Right","datasource",1,884,638.704,1.71e-106,"*",0.419,7.0794e-104
"168","IOG-i_inferior occipital gyrus, Left, inferior bank of gyrus","datasource",1,884,364.681,2.48e-68,"*",0.292,1.02672e-65
"169","IOG-i_inferior occipital gyrus, Right, inferior bank of gyrus","datasource",1,884,453.126,1.68e-81,"*",0.339,6.9552e-79
"170","IOG-s_inferior occipital gyrus, Left, superior bank of gyrus","datasource",1,884,374.403,7.99e-70,"*",0.298,3.30786e-67
"171","IOG-s_inferior occipital gyrus, Right, superior bank of gyrus","datasource",1,884,379.443,1.36e-70,"*",0.3,5.6304e-68
"172","IRoG_inferior rostral gyrus, Left","datasource",1,884,440.936,9.73e-80,"*",0.333,4.02822e-77
"173","IRoG_inferior rostral gyrus, Right","datasource",1,884,455.706,7.17e-82,"*",0.34,2.96838e-79
"174","ITG-its_inferior temporal gyrus, Left, bank of the its","datasource",1,884,387.248,8.87e-72,"*",0.305,3.67218e-69
"175","ITG-its_inferior temporal gyrus, Right, bank of the its","datasource",1,884,483.335,8.49e-86,"*",0.353,3.51486e-83
"176","ITG-l_inferior temporal gyrus, Left, lateral bank of gyrus","datasource",1,884,447.767,9.98e-81,"*",0.336,4.13172e-78
"177","ITG-l_inferior temporal gyrus, Right, lateral bank of gyrus","datasource",1,884,512.633,7.09e-90,"*",0.367,2.93526e-87
"178","ITG-mts_inferior temporal gyrus, Left, bank of mts","datasource",1,884,429.795,4.1e-78,"*",0.327,1.6974e-75
"179","ITG-mts_inferior temporal gyrus, Right, bank of mts","datasource",1,884,504.861,8.4e-89,"*",0.364,3.4776e-86
"180","LA_Lateral Nucleus, Left","datasource",1,884,550.198,5.58e-95,"*",0.384,2.31012e-92
"181","LA_Lateral Nucleus, Right","datasource",1,884,445.823,1.91e-80,"*",0.335,7.9074e-78
"182","LC_locus ceruleus, Left","datasource",1,884,458.087,3.27e-82,"*",0.341,1.35378e-79
"183","LC_locus ceruleus, Right","datasource",1,884,546.907,1.54e-94,"*",0.382,6.3756e-92
"184","LGd_Dorsal Lateral Geniculate Nucleus, Left","datasource",1,884,490.795,7.62e-87,"*",0.357,3.15468e-84
"185","LGd_Dorsal Lateral Geniculate Nucleus, Right","datasource",1,884,646.497,1.78e-107,"*",0.422,7.3692e-105
"186","LHA_Lateral hypothalamic area, Left","datasource",1,884,420.296,1.02e-76,"*",0.322,4.2228e-74
"187","LHA_Lateral hypothalamic area, Right","datasource",1,884,548.382,9.78e-95,"*",0.383,4.04892e-92
"188","LHM_Lateral Hypothalamic Area, Mammillary Region, Left","datasource",1,884,430.826,2.9e-78,"*",0.328,1.2006e-75
"189","LHM_Lateral Hypothalamic Area, Mammillary Region, Right","datasource",1,884,435.346,6.33e-79,"*",0.33,2.62062e-76
"190","LHT_Lateral Hypothalamic Area, Tuberal Region, Left","datasource",1,884,406.436,1.16e-74,"*",0.315,4.8024e-72
"191","LIG_Long Insular Gyri, Left","datasource",1,884,389.586,3.93e-72,"*",0.306,1.62702e-69
"192","LIG_Long Insular Gyri, Right","datasource",1,884,419.489,1.34e-76,"*",0.322,5.5476e-74
"193","LiG-pest_lingual gyrus, Left, peristriate","datasource",1,884,385.025,1.93e-71,"*",0.303,7.9902e-69
"194","LiG-pest_lingual gyrus, Right, peristriate","datasource",1,884,479.217,3.23e-85,"*",0.352,1.33722e-82
"195","LiG-str_lingual gyrus, Left, striate","datasource",1,884,340.462,1.46e-64,"*",0.278,6.0444e-62
"196","LiG-str_lingual gyrus, Right, striate","datasource",1,884,357.48,3.22e-67,"*",0.288,1.33308e-64
"197","LM_Lateral Mammillary Nucleus, Left","datasource",1,884,314.524,1.94e-60,"*",0.262,8.0316e-58
"198","LMRt_lateral medullary reticular group, Left","datasource",1,884,638.002,2.09e-106,"*",0.419,8.6526e-104
"199","LMRt_lateral medullary reticular group, Right","datasource",1,884,738.987,9.36e-119,"*",0.455,3.87504e-116
"200","LOrG_lateral orbital gyrus, Left","datasource",1,884,392.911,1.24e-72,"*",0.308,5.1336e-70
"201","LOrG_lateral orbital gyrus, Right","datasource",1,884,460.387,1.53e-82,"*",0.342,6.3342e-80
"202","LPB_lateral parabrachial nucleus, Left","datasource",1,884,633.186,8.52e-106,"*",0.417,3.52728e-103
"203","LPB_lateral parabrachial nucleus, Right","datasource",1,884,913.86,2.02e-138,"*",0.508,8.3628e-136
"204","LTu_Lateral Tuberal Nucleus, Left","datasource",1,884,435.313,6.4e-79,"*",0.33,2.6496e-76
"205","MB_Mammillary Body, Left","datasource",1,884,412.125,1.65e-75,"*",0.318,6.831e-73
"206","MB_Mammillary Body, Right","datasource",1,884,425.487,1.76e-77,"*",0.325,7.2864e-75
"207","MBRa_Midbrain Raphe Nuclei","datasource",1,884,584.115,1.79e-99,"*",0.398,7.4106e-97
"208","MBRa_Midbrain Raphe Nuclei, Left","datasource",1,884,380.116,1.07e-70,"*",0.301,4.4298e-68
"209","MBRF_Midbrain Reticular Formation, Left","datasource",1,884,645.48,2.39e-107,"*",0.422,9.8946e-105
"210","MBRF_Midbrain Reticular Formation, Right","datasource",1,884,555.264,1.17e-95,"*",0.386,4.8438e-93
"211","MFG-i_middle frontal gyrus, Left, inferior bank of gyrus","datasource",1,884,413.115,1.18e-75,"*",0.318,4.8852e-73
"212","MFG-i_middle frontal gyrus, Right, inferior bank of gyrus","datasource",1,884,462.305,8.13e-83,"*",0.343,3.36582e-80
"213","MFG-s_middle frontal gyrus, Left, superior bank of gyrus","datasource",1,884,407.112,9.2e-75,"*",0.315,3.8088e-72
"214","MFG-s_middle frontal gyrus, Right, superior bank of gyrus","datasource",1,884,479.561,2.89e-85,"*",0.352,1.19646e-82
"215","MG_Medial Geniculate Complex, Left","datasource",1,884,374.337,8.17e-70,"*",0.297,3.38238e-67
"216","MG_Medial Geniculate Complex, Right","datasource",1,884,416.8,3.35e-76,"*",0.32,1.3869e-73
"217","MM_Medial mammillary Nucleus, Left","datasource",1,884,395.828,4.5e-73,"*",0.309,1.863e-70
"218","Mo5_motor nucleus of trigeminal nerve, Left","datasource",1,884,444.438,3.02e-80,"*",0.335,1.25028e-77
"219","Mo5_motor nucleus of trigeminal nerve, Right","datasource",1,884,707.529,5.42e-115,"*",0.445,2.24388e-112
"220","MOrG_medial orbital gyrus, Left","datasource",1,884,396.064,4.15e-73,"*",0.309,1.7181e-70
"221","MOrG_medial orbital gyrus, Right","datasource",1,884,494.3,2.47e-87,"*",0.359,1.02258e-84
"222","MPB_medial parabrachial nucleus, Left","datasource",1,884,539.963,1.33e-93,"*",0.379,5.5062e-91
"223","MPB_medial parabrachial nucleus,Right","datasource",1,884,799.183,9.37e-126,"*",0.475,3.87918e-123
"224","MTG-i_middle temporal gyrus, Left, inferior bank of gyrus","datasource",1,884,419.434,1.37e-76,"*",0.322,5.6718e-74
"225","MTG-i_middle temporal gyrus, Right, inferior bank of gyrus","datasource",1,884,476.163,8.71e-85,"*",0.35,3.60594e-82
"226","MTG-s_middle temporal gyrus, Left, superior bank of gyrus","datasource",1,884,418.357,1.97e-76,"*",0.321,8.1558e-74
"227","MTG-s_middle temporal gyrus, Right, superior bank of gyrus","datasource",1,884,493.575,3.12e-87,"*",0.358,1.29168e-84
"228","nbM_Basal nucleus, Left","datasource",1,884,481.763,1.41e-85,"*",0.353,5.8374e-83
"229","OlfT_Olfactory Tubercle, Left","datasource",1,884,384.699,2.16e-71,"*",0.303,8.9424e-69
"230","OPi_occipital pole, Left, inferior aspect","datasource",1,884,291.511,1.05e-56,"*",0.248,4.347e-54
"231","opIFG_inferior frontal gyrus, opercular part, Left","datasource",1,884,410.46,2.92e-75,"*",0.317,1.20888e-72
"232","opIFG_inferior frontal gyrus, opercular part, Right","datasource",1,884,402.641,4.28e-74,"*",0.313,1.77192e-71
"233","OPl_occipital pole, Left, lateral aspect","datasource",1,884,171.558,5.94e-36,"*",0.163,2.45916e-33
"234","OPs_occipital pole, Left, superior aspect","datasource",1,884,299.563,5.09e-58,"*",0.253,2.10726e-55
"235","orIFG_inferior frontal gyrus, orbital part, Left","datasource",1,884,400.184,9.99e-74,"*",0.312,4.13586e-71
"236","orIFG_inferior frontal gyrus, orbital part, Right","datasource",1,884,509.845,1.72e-89,"*",0.366,7.1208e-87
"237","OTG-i_occipito-temporal gyrus, Left, inferior bank of gyrus","datasource",1,884,393.007,1.2e-72,"*",0.308,4.968e-70
"238","OTG-i_occipito-temporal gyrus, Right, inferior bank of gyrus","datasource",1,884,483.487,8.08e-86,"*",0.354,3.34512e-83
"239","OTG-s_occipito-temporal gyrus, Left, superior bank of gyrus","datasource",1,884,417.657,2.51e-76,"*",0.321,1.03914e-73
