"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"24","AnG-s_angular gyrus, Right, superior bank of gyrus","datasource",1,9,73.84,1.24e-05,"*",0.891,0.0051336
"25","AOrG_anterior orbital gyrus, Left","datasource",1,9,35.349,0.000217,"*",0.797,0.089838
"26","AOrG_anterior orbital gyrus, Right","datasource",1,9,158.397,5.13e-07,"*",0.946,0.000212382
"27","Arc_arcuate nucleus of medulla, Left","datasource",1,9,25.738,0.000669,"*",0.741,0.276966
"28","Arc_arcuate nucleus of medulla, Right","datasource",1,9,361.857,1.41e-08,"*",0.976,5.8374e-06
"29","ARH_Arcuate Nucleus of the Hypothalamus, Left","datasource",1,9,750.072,5.59e-10,"*",0.988,2.31426e-07
"30","ARH_Arcuate Nucleus of the Hypothalamus, Right","datasource",1,9,189.845,2.35e-07,"*",0.955,9.729e-05
"31","ATZ_Amygdaloid Transition zone, Left","datasource",1,9,112.228,2.21e-06,"*",0.926,0.00091494
"32","ATZ_Amygdaloid Transition zone, Right","datasource",1,9,216.017,1.35e-07,"*",0.96,5.589e-05
"33","BCd_Body of Caudate Nucleus, Left","datasource",1,9,222.143,1.19e-07,"*",0.961,4.9266e-05
"34","BCd_Body of Caudate Nucleus, Right","datasource",1,9,45.545,8.38e-05,"*",0.835,0.0346932
"35","BLA_Basolateral Nucleus, Left","datasource",1,9,47.354,7.21e-05,"*",0.84,0.0298494
"36","BLA_Basolateral Nucleus, Right","datasource",1,9,5.244,0.048,"*",0.368,1
"37","BMA_Basomedial nucleus, Left","datasource",1,9,50.969,5.43e-05,"*",0.85,0.0224802
"38","BMA_Basomedial nucleus, Right","datasource",1,9,22.924,0.00099,"*",0.718,0.40986
"39","BST_Nucleus of Stria Terminalis, Left","datasource",1,9,14.853,0.004,"*",0.623,1
"40","CA1_CA1 field, Left","datasource",1,9,549.01,2.24e-09,"*",0.984,9.2736e-07
"41","CA1_CA1 field, Right","datasource",1,9,967.972,1.79e-10,"*",0.991,7.4106e-08
"42","CA2_CA2 field, Left","datasource",1,9,399.065,9.17e-09,"*",0.978,3.79638e-06
"43","CA2_CA2 field, Right","datasource",1,9,648.477,1.07e-09,"*",0.986,4.4298e-07
"44","CA3_CA3 field, Left","datasource",1,9,38.361,0.00016,"*",0.81,0.06624
"45","CA3_CA3 field, Right","datasource",1,9,199.555,1.9e-07,"*",0.957,7.866e-05
"46","CA4_CA4 field, Left","datasource",1,9,14.653,0.004,"*",0.619,1
"47","CA4_CA4 field, Right","datasource",1,9,127.514,1.29e-06,"*",0.934,0.00053406
"48","cc_corpus callosum","datasource",1,9,2259.417,4.04e-12,"*",0.996,1.67256e-09
"49","CeA_Central Nucleus, Left","datasource",1,9,2.148,0.177,"",0.193,1
"50","CeA_Central Nucleus, Right","datasource",1,9,558.259,2.08e-09,"*",0.984,8.6112e-07
"51","cgb_cingulum bundle, Left","datasource",1,9,389.161,1.02e-08,"*",0.977,4.2228e-06
"52","cgb_cingulum bundle, Right","datasource",1,9,138.778,9.01e-07,"*",0.939,0.000373014
"53","CgGf-i_Cingulate gyrus, frontal part, Left, inferior bank of gyrus","datasource",1,9,12.514,0.006,"*",0.582,1
"54","CgGf-i_Cingulate gyrus, frontal part, Right, inferior bank of gyrus","datasource",1,9,138.216,9.17e-07,"*",0.939,0.000379638
"55","CgGf-s_Cingulate gyrus, frontal part, Left, superior bank of gyrus","datasource",1,9,10.519,0.01,"*",0.539,1
"56","CgGf-s_Cingulate gyrus, frontal part, Right, superior bank of gyrus","datasource",1,9,22.418,0.001,"*",0.714,0.414
"57","CgGp-i_Cingulate gyrus, parietal part, Left, inferior bank of gyrus","datasource",1,9,51.243,5.32e-05,"*",0.851,0.0220248
"58","CgGp-i_Cingulate gyrus, parietal part, Right, inferior bank of gyrus","datasource",1,9,127.753,1.28e-06,"*",0.934,0.00052992
"59","CgGp-s_Cingulate gyrus, parietal part, Left, superior bank of gyrus","datasource",1,9,48.835,6.41e-05,"*",0.844,0.0265374
"60","CgGp-s_Cingulate gyrus, parietal part, Right, superior bank of gyrus","datasource",1,9,118.596,1.75e-06,"*",0.929,0.0007245
"61","CgGr-i_Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus","datasource",1,9,11.375,0.008,"*",0.558,1
"62","CgGr-i_Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus","datasource",1,9,21.707,0.001,"*",0.707,0.414
"63","CgGr-s_Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus","datasource",1,9,19.452,0.002,"*",0.684,0.828
"64","CgGr-s_Cingulate gyrus, retrosplenial part, Right, superior bank of gyrus","datasource",1,9,125.496,1.38e-06,"*",0.933,0.00057132
"65","CGMB_central grey substance of midbrain, Left","datasource",1,9,524.68,2.74e-09,"*",0.983,1.13436e-06
"66","CGMB_central grey substance of midbrain, Right","datasource",1,9,72.454,1.34e-05,"*",0.89,0.0055476
"67","CGPo_central grey of the pons, Left","datasource",1,9,235.198,9.3e-08,"*",0.963,3.8502e-05
"68","CGPo_central grey of the pons, Right","datasource",1,9,186.66,2.53e-07,"*",0.954,0.000104742
"69","CGS_central glial substance","datasource",1,9,1539.987,2.25e-11,"*",0.994,9.315e-09
"70","Cl_Claustrum, Left","datasource",1,9,265.307,5.5e-08,"*",0.967,2.277e-05
"71","Cl_Claustrum, Right","datasource",1,9,535.721,2.49e-09,"*",0.983,1.03086e-06
"72","CMRt_central medullary reticular group, Left","datasource",1,9,48.771,6.44e-05,"*",0.844,0.0266616
"73","CMRt_central medullary reticular group, Right","datasource",1,9,4.233,0.07,"",0.32,1
"74","CnF_cuneiform nucleus, Left","datasource",1,9,356.332,1.51e-08,"*",0.975,6.2514e-06
"75","CnF_cuneiform nucleus, Right","datasource",1,9,29.745,0.000404,"*",0.768,0.167256
"76","COMA_Cortico-medial group, Left","datasource",1,9,75.525,1.14e-05,"*",0.894,0.0047196
"77","COMA_Cortico-medial group, Right","datasource",1,9,126.747,1.32e-06,"*",0.934,0.00054648
"78","CPLV_Choroid Plexus of the lateral ventricle","datasource",1,9,4058.31,2.92e-13,"*",0.998,1.20888e-10
"79","Cu_cuneate nucleus, Left","datasource",1,9,239.023,8.67e-08,"*",0.964,3.58938e-05
"80","Cu_cuneate nucleus, Right","datasource",1,9,183.771,2.71e-07,"*",0.953,0.000112194
"81","Cun-pest_cuneus, Left, peristriate","datasource",1,9,195.478,2.07e-07,"*",0.956,8.5698e-05
"82","Cun-pest_cuneus, Right, peristriate","datasource",1,9,160.175,4.89e-07,"*",0.947,0.000202446
"83","Cun-str_cuneus, Left, striate","datasource",1,9,277.18,4.55e-08,"*",0.969,1.8837e-05
"84","Cun-str_cuneus, Right, striate","datasource",1,9,16.917,0.003,"*",0.653,1
"85","DBh_Diagonal Band, Horizontal Division, Left","datasource",1,9,282.953,4.15e-08,"*",0.969,1.7181e-05
"86","DBv_Diagonal Band, Vertical Division, Left","datasource",1,9,226.747,1.09e-07,"*",0.962,4.5126e-05
"87","DG_Dentate gyrus, Left","datasource",1,9,748.046,5.66e-10,"*",0.988,2.34324e-07
"88","DG_Dentate gyrus, Right","datasource",1,9,10.076,0.011,"*",0.528,1
"89","Dk_nucleus of Darkschewitsch, Left","datasource",1,9,273.659,4.81e-08,"*",0.968,1.99134e-05
"90","DMH_Dorsomedial hypothalamic Nucleus, Left","datasource",1,9,1.001,0.343,"",0.1,1
"91","Dt_Dentate Nucleus, Left","datasource",1,9,1.886,0.203,"",0.173,1
"92","Dt_Dentate Nucleus, Right","datasource",1,9,202.574,1.78e-07,"*",0.957,7.3692e-05
"93","DTA_Anterior Group of Nuclei, Left","datasource",1,9,146.666,7.12e-07,"*",0.942,0.000294768
"94","DTA_Anterior Group of Nuclei, Right","datasource",1,9,16.387,0.003,"*",0.645,1
"95","DTLd_Lateral group of Nuclei, Left, Dorsal Division","datasource",1,9,26.283,0.000622,"*",0.745,0.257508
"96","DTLd_Lateral group of Nuclei, Right, Dorsal Division","datasource",1,9,16.348,0.003,"*",0.645,1
"97","DTLv_Lateral group of Nuclei, Left, Ventral division","datasource",1,9,26.737,0.000587,"*",0.748,0.243018
"98","DTLv_Lateral group of Nuclei, Right, Ventral division","datasource",1,9,146.32,7.19e-07,"*",0.942,0.000297666
"99","DTM_Medial Group of Nuclei, Left","datasource",1,9,333.632,2.02e-08,"*",0.974,8.3628e-06
"100","DTM_Medial Group of Nuclei, Right","datasource",1,9,361.379,1.42e-08,"*",0.976,5.8788e-06
"101","DTP_Posterior Group of Nuclei, Left","datasource",1,9,86.201,6.61e-06,"*",0.905,0.00273654
"102","DTP_Posterior Group of Nuclei, Right","datasource",1,9,164.379,4.37e-07,"*",0.948,0.000180918
"103","Emb_Emboliform Nucleus, Left","datasource",1,9,93.318,4.77e-06,"*",0.912,0.00197478
"104","Emb_Emboliform Nucleus, Right","datasource",1,9,0.153,0.705,"",0.017,1
"105","EW_Edinger Westphal nucleus, Left","datasource",1,9,7.889,0.02,"*",0.467,1
"106","EW_Edinger Westphal nucleus, Right","datasource",1,9,234.442,9.44e-08,"*",0.963,3.90816e-05
"107","Fas_Fastigial Nucleus, Left","datasource",1,9,11.448,0.008,"*",0.56,1
"108","Fas_Fastigial Nucleus, Right","datasource",1,9,1.832,0.209,"",0.169,1
"109","FP-s_frontal pole, Left, superior aspect","datasource",1,9,68.162,1.72e-05,"*",0.883,0.0071208
"110","FP-s_frontal pole, Right, superior aspect","datasource",1,9,0.714,0.42,"",0.073,1
"111","FPi_frontal pole, Left, inferior aspect","datasource",1,9,13.789,0.005,"*",0.605,1
"112","FPi_frontal pole, Right, inferior aspect","datasource",1,9,72.714,1.32e-05,"*",0.89,0.0054648
"113","FPm_frontal pole, Left, medial aspect","datasource",1,9,100.162,3.55e-06,"*",0.918,0.0014697
"114","FPm_frontal pole, Right, medial aspect","datasource",1,9,1.011,0.341,"",0.101,1
"115","fro_frontal operculum, Left","datasource",1,9,18.846,0.002,"*",0.677,0.828
"116","fro_frontal operculum, Right","datasource",1,9,105.002,2.92e-06,"*",0.921,0.00120888
"117","FuG-cos_fusiform gyrus, Left, bank of cos","datasource",1,9,0.000467,0.983,"",5.19e-05,1
"118","FuG-cos_fusiform gyrus, Right, bank of cos","datasource",1,9,125.057,1.4e-06,"*",0.933,0.0005796
"119","FuG-its_fusiform gyrus, Left, bank of the its","datasource",1,9,14.812,0.004,"*",0.622,1
"120","FuG-its_fusiform gyrus, Right, bank of the its","datasource",1,9,84.524,7.17e-06,"*",0.904,0.00296838
"121","FuG-l_fusiform gyrus, Left, lateral bank of gyrus","datasource",1,9,10.422,0.01,"*",0.537,1
"122","FuG-l_fusiform gyrus, Right, lateral bank of gyrus","datasource",1,9,103.515,3.1e-06,"*",0.92,0.0012834
"123","GiRt_gigantocellular group, Left","datasource",1,9,447.269,5.55e-09,"*",0.98,2.2977e-06
"124","GiRt_gigantocellular group, Right","datasource",1,9,334.852,1.99e-08,"*",0.974,8.2386e-06
"125","Glo_Globose Nucleus, Left","datasource",1,9,50.981,5.42e-05,"*",0.85,0.0224388
"126","Glo_Globose Nucleus, Right","datasource",1,9,271.724,4.96e-08,"*",0.968,2.05344e-05
"127","GPe_globus pallidus, external segment, Left","datasource",1,9,671.577,9.15e-10,"*",0.987,3.7881e-07
"128","GPe_globus pallidus, external segment, Right","datasource",1,9,382.995,1.1e-08,"*",0.977,4.554e-06
"129","GPi_globus pallidus, internal segment, Left","datasource",1,9,125.358,1.39e-06,"*",0.933,0.00057546
"130","GPi_globus pallidus, internal segment, Right","datasource",1,9,8.113,0.019,"*",0.474,1
"131","Gr_gracile nucleus, Left","datasource",1,9,157.42,5.26e-07,"*",0.946,0.000217764
"132","Gr_gracile nucleus, Right","datasource",1,9,43.527,9.96e-05,"*",0.829,0.0412344
"133","GRe_gyrus rectus, Left","datasource",1,9,0.189,0.674,"",0.021,1
"134","GRe_gyrus rectus, Right","datasource",1,9,12.497,0.006,"*",0.581,1
"135","HCd_Head of Caudate Nucleus, Left","datasource",1,9,94.438,4.54e-06,"*",0.913,0.00187956
"136","HCd_Head of Caudate Nucleus, Right","datasource",1,9,1.098,0.322,"",0.109,1
"137","He-Crus I_Crus I, Left Lateral Hemisphere","datasource",1,9,209.174,1.55e-07,"*",0.959,6.417e-05
"138","He-Crus I_Crus I, Right Lateral Hemisphere","datasource",1,9,530.611,2.6e-09,"*",0.983,1.0764e-06
"139","He-Crus II_Crus II, Left Lateral Hemisphere","datasource",1,9,222.206,1.19e-07,"*",0.961,4.9266e-05
"140","He-Crus II_Crus II, Right Lateral Hemisphere","datasource",1,9,734.392,6.15e-10,"*",0.988,2.5461e-07
"141","He-III_III, Left Lateral Hemisphere","datasource",1,9,257.69,6.25e-08,"*",0.966,2.5875e-05
"142","He-IV_IV, Left Lateral Hemisphere","datasource",1,9,327.841,2.18e-08,"*",0.973,9.0252e-06
"143","He-IX_IX, Left Lateral Hemisphere","datasource",1,9,225.691,1.11e-07,"*",0.962,4.5954e-05
"144","He-V_V, Left Lateral Hemisphere","datasource",1,9,245.029,7.79e-08,"*",0.965,3.22506e-05
"145","He-VI_VI, Left Lateral Hemisphere","datasource",1,9,251.286,6.98e-08,"*",0.965,2.88972e-05
"146","He-VI_VI, Right Lateral Hemisphere","datasource",1,9,315.269,2.59e-08,"*",0.972,1.07226e-05
"147","He-VIIB_VIIB, Left Lateral Hemisphere","datasource",1,9,145.712,7.32e-07,"*",0.942,0.000303048
"148","He-VIIB_VIIB, Right Lateral Hemisphere","datasource",1,9,831.832,3.53e-10,"*",0.989,1.46142e-07
"149","He-VIIIA_VIIIA, Left Lateral Hemisphere","datasource",1,9,98.267,3.85e-06,"*",0.916,0.0015939
"150","He-VIIIA_VIIIA, Right Lateral Hemisphere","datasource",1,9,197.498,1.98e-07,"*",0.956,8.1972e-05
"151","He-VIIIB_VIIIB, Left Lateral Hemisphere","datasource",1,9,137.764,9.3e-07,"*",0.939,0.00038502
"152","He-X_X, Left Lateral Hemisphere","datasource",1,9,273.149,4.85e-08,"*",0.968,2.0079e-05
"153","HG_Heschls gyrus, Left","datasource",1,9,143.946,7.71e-07,"*",0.941,0.000319194
"154","HG_Heschls gyrus, Right","datasource",1,9,311.239,2.74e-08,"*",0.972,1.13436e-05
"155","Hl_Lateral Habenular Nucleus, Left","datasource",1,9,0.011,0.92,"",0.001,1
"156","Hl_Lateral Habenular Nucleus, Right","datasource",1,9,98.53,3.81e-06,"*",0.916,0.00157734
"157","Hm_Medial Habenular Nucleus, Left","datasource",1,9,540.121,2.41e-09,"*",0.984,9.9774e-07
"158","Hm_Medial Habenular Nucleus, Right","datasource",1,9,98.66,3.78e-06,"*",0.916,0.00156492
"159","IC_Inferior Colliculus, Left","datasource",1,9,423.644,7.05e-09,"*",0.979,2.9187e-06
"160","ICjl_interstitial nucleus of Cajal, Left","datasource",1,9,544.629,2.32e-09,"*",0.984,9.6048e-07
"161","ICjl_interstitial nucleus of Cajal, Right","datasource",1,9,594.626,1.57e-09,"*",0.985,6.4998e-07
"162","ILc_Caudal Group of Intralaminar Nuclei, Left","datasource",1,9,111.028,2.31e-06,"*",0.925,0.00095634
"163","ILc_Caudal Group of Intralaminar Nuclei, Right","datasource",1,9,169.479,3.84e-07,"*",0.95,0.000158976
"164","ILr_Rostral Group of intralaminar Nuclei, Left","datasource",1,9,19.517,0.002,"*",0.684,0.828
"165","ILr_Rostral Group of intralaminar Nuclei, Right","datasource",1,9,128.991,1.23e-06,"*",0.935,0.00050922
"166","IO_inferior olivary complex, Left","datasource",1,9,161.844,4.67e-07,"*",0.947,0.000193338
"167","IO_inferior olivary complex, Right","datasource",1,9,165.868,4.21e-07,"*",0.949,0.000174294
"168","IOG-i_inferior occipital gyrus, Left, inferior bank of gyrus","datasource",1,9,73.177,1.29e-05,"*",0.89,0.0053406
"169","IOG-i_inferior occipital gyrus, Right, inferior bank of gyrus","datasource",1,9,54.983,4.04e-05,"*",0.859,0.0167256
"170","IOG-s_inferior occipital gyrus, Left, superior bank of gyrus","datasource",1,9,97.816,3.92e-06,"*",0.916,0.00162288
"171","IOG-s_inferior occipital gyrus, Right, superior bank of gyrus","datasource",1,9,57.21,3.45e-05,"*",0.864,0.014283
"172","IRoG_inferior rostral gyrus, Left","datasource",1,9,2.466,0.151,"",0.215,1
"173","IRoG_inferior rostral gyrus, Right","datasource",1,9,49.175,6.24e-05,"*",0.845,0.0258336
"174","ITG-its_inferior temporal gyrus, Left, bank of the its","datasource",1,9,9.392,0.013,"*",0.511,1
"175","ITG-its_inferior temporal gyrus, Right, bank of the its","datasource",1,9,127.093,1.31e-06,"*",0.934,0.00054234
"176","ITG-l_inferior temporal gyrus, Left, lateral bank of gyrus","datasource",1,9,4.215,0.07,"",0.319,1
"177","ITG-l_inferior temporal gyrus, Right, lateral bank of gyrus","datasource",1,9,196.27,2.04e-07,"*",0.956,8.4456e-05
"178","ITG-mts_inferior temporal gyrus, Left, bank of mts","datasource",1,9,1.031,0.337,"",0.103,1
"179","ITG-mts_inferior temporal gyrus, Right, bank of mts","datasource",1,9,99.038,3.73e-06,"*",0.917,0.00154422
"180","LA_Lateral Nucleus, Left","datasource",1,9,11.667,0.008,"*",0.565,1
"181","LA_Lateral Nucleus, Right","datasource",1,9,1.851,0.207,"",0.171,1
"182","LC_locus ceruleus, Left","datasource",1,9,0.861,0.378,"",0.087,1
"183","LC_locus ceruleus, Right","datasource",1,9,208.589,1.57e-07,"*",0.959,6.4998e-05
"184","LGd_Dorsal Lateral Geniculate Nucleus, Left","datasource",1,9,332.472,2.05e-08,"*",0.974,8.487e-06
"185","LGd_Dorsal Lateral Geniculate Nucleus, Right","datasource",1,9,0.069,0.799,"",0.008,1
"186","LHA_Lateral hypothalamic area, Left","datasource",1,9,1.981,0.193,"",0.18,1
"187","LHA_Lateral hypothalamic area, Right","datasource",1,9,180.708,2.91e-07,"*",0.953,0.000120474
"188","LHM_Lateral Hypothalamic Area, Mammillary Region, Left","datasource",1,9,37.365,0.000177,"*",0.806,0.073278
"189","LHM_Lateral Hypothalamic Area, Mammillary Region, Right","datasource",1,9,1360.335,3.92e-11,"*",0.993,1.62288e-08
"190","LHT_Lateral Hypothalamic Area, Tuberal Region, Left","datasource",1,9,719.974,6.71e-10,"*",0.988,2.77794e-07
"191","LIG_Long Insular Gyri, Left","datasource",1,9,38.454,0.000159,"*",0.81,0.065826
"192","LIG_Long Insular Gyri, Right","datasource",1,9,148.549,6.74e-07,"*",0.943,0.000279036
"193","LiG-pest_lingual gyrus, Left, peristriate","datasource",1,9,113.772,2.09e-06,"*",0.927,0.00086526
"194","LiG-pest_lingual gyrus, Right, peristriate","datasource",1,9,368.844,1.3e-08,"*",0.976,5.382e-06
"195","LiG-str_lingual gyrus, Left, striate","datasource",1,9,366.042,1.34e-08,"*",0.976,5.5476e-06
"196","LiG-str_lingual gyrus, Right, striate","datasource",1,9,4.219,0.07,"",0.319,1
"197","LM_Lateral Mammillary Nucleus, Left","datasource",1,9,1213.208,6.55e-11,"*",0.993,2.7117e-08
"198","LMRt_lateral medullary reticular group, Left","datasource",1,9,30.369,0.000375,"*",0.771,0.15525
"199","LMRt_lateral medullary reticular group, Right","datasource",1,9,223.695,1.16e-07,"*",0.961,4.8024e-05
"200","LOrG_lateral orbital gyrus, Left","datasource",1,9,4.33,0.067,"",0.325,1
"201","LOrG_lateral orbital gyrus, Right","datasource",1,9,183.673,2.71e-07,"*",0.953,0.000112194
"202","LPB_lateral parabrachial nucleus, Left","datasource",1,9,6.238,0.034,"*",0.409,1
"203","LPB_lateral parabrachial nucleus, Right","datasource",1,9,21.409,0.001,"*",0.704,0.414
"204","LTu_Lateral Tuberal Nucleus, Left","datasource",1,9,823.571,3.69e-10,"*",0.989,1.52766e-07
"205","MB_Mammillary Body, Left","datasource",1,9,44.46,9.18e-05,"*",0.832,0.0380052
"206","MB_Mammillary Body, Right","datasource",1,9,23.421,0.000922,"*",0.722,0.381708
"207","MBRa_Midbrain Raphe Nuclei","datasource",1,9,848.974,3.22e-10,"*",0.99,1.33308e-07
"208","MBRa_Midbrain Raphe Nuclei, Left","datasource",1,9,0.923,0.362,"",0.093,1
"209","MBRF_Midbrain Reticular Formation, Left","datasource",1,9,256.76,6.35e-08,"*",0.966,2.6289e-05
"210","MBRF_Midbrain Reticular Formation, Right","datasource",1,9,1143.804,8.52e-11,"*",0.992,3.52728e-08
"211","MFG-i_middle frontal gyrus, Left, inferior bank of gyrus","datasource",1,9,18.693,0.002,"*",0.675,0.828
"212","MFG-i_middle frontal gyrus, Right, inferior bank of gyrus","datasource",1,9,94.477,4.53e-06,"*",0.913,0.00187542
"213","MFG-s_middle frontal gyrus, Left, superior bank of gyrus","datasource",1,9,21.727,0.001,"*",0.707,0.414
"214","MFG-s_middle frontal gyrus, Right, superior bank of gyrus","datasource",1,9,88.333,5.98e-06,"*",0.908,0.00247572
"215","MG_Medial Geniculate Complex, Left","datasource",1,9,275.775,4.65e-08,"*",0.968,1.9251e-05
"216","MG_Medial Geniculate Complex, Right","datasource",1,9,119.769,1.68e-06,"*",0.93,0.00069552
"217","MM_Medial mammillary Nucleus, Left","datasource",1,9,146.186,7.22e-07,"*",0.942,0.000298908
"218","Mo5_motor nucleus of trigeminal nerve, Left","datasource",1,9,650.699,1.05e-09,"*",0.986,4.347e-07
"219","Mo5_motor nucleus of trigeminal nerve, Right","datasource",1,9,33.803,0.000255,"*",0.79,0.10557
"220","MOrG_medial orbital gyrus, Left","datasource",1,9,2.986,0.118,"",0.249,1
"221","MOrG_medial orbital gyrus, Right","datasource",1,9,25.778,0.000665,"*",0.741,0.27531
"222","MPB_medial parabrachial nucleus, Left","datasource",1,9,57.217,3.45e-05,"*",0.864,0.014283
"223","MPB_medial parabrachial nucleus,Right","datasource",1,9,15.128,0.004,"*",0.627,1
"224","MTG-i_middle temporal gyrus, Left, inferior bank of gyrus","datasource",1,9,1.212,0.3,"",0.119,1
"225","MTG-i_middle temporal gyrus, Right, inferior bank of gyrus","datasource",1,9,22.691,0.001,"*",0.716,0.414
"226","MTG-s_middle temporal gyrus, Left, superior bank of gyrus","datasource",1,9,4.347,0.067,"",0.326,1
"227","MTG-s_middle temporal gyrus, Right, superior bank of gyrus","datasource",1,9,154.331,5.73e-07,"*",0.945,0.000237222
"228","nbM_Basal nucleus, Left","datasource",1,9,23.131,0.000961,"*",0.72,0.397854
"229","OlfT_Olfactory Tubercle, Left","datasource",1,9,663.976,9.62e-10,"*",0.987,3.98268e-07
"230","OPi_occipital pole, Left, inferior aspect","datasource",1,9,158.132,5.16e-07,"*",0.946,0.000213624
"231","opIFG_inferior frontal gyrus, opercular part, Left","datasource",1,9,28.988,0.000442,"*",0.763,0.182988
"232","opIFG_inferior frontal gyrus, opercular part, Right","datasource",1,9,128.483,1.25e-06,"*",0.935,0.0005175
"233","OPl_occipital pole, Left, lateral aspect","datasource",1,9,121.68,1.57e-06,"*",0.931,0.00064998
"234","OPs_occipital pole, Left, superior aspect","datasource",1,9,273.659,4.81e-08,"*",0.968,1.99134e-05
"235","orIFG_inferior frontal gyrus, orbital part, Left","datasource",1,9,2.272,0.166,"",0.202,1
"236","orIFG_inferior frontal gyrus, orbital part, Right","datasource",1,9,146.41,7.17e-07,"*",0.942,0.000296838
"237","OTG-i_occipito-temporal gyrus, Left, inferior bank of gyrus","datasource",1,9,37.12,0.000181,"*",0.805,0.074934
"238","OTG-i_occipito-temporal gyrus, Right, inferior bank of gyrus","datasource",1,9,25.515,0.000689,"*",0.739,0.285246
"239","OTG-s_occipito-temporal gyrus, Left, superior bank of gyrus","datasource",1,9,26.158,0.000633,"*",0.744,0.262062
"240","OTG-s_occipito-temporal gyrus, Right, superior bank of gyrus","datasource",1,9,38.805,0.000153,"*",0.812,0.063342
"241","Pa_Paraventricular Nuclei, Left of Thalamus, Left","datasource",1,9,98.192,3.86e-06,"*",0.916,0.00159804
"242","Pa_Paraventricular Nuclei, Right of Thalamus, Right","datasource",1,9,488.727,3.75e-09,"*",0.982,1.5525e-06
"243","PalHy_Pallidohypothalamic Nucleus, Left","datasource",1,9,11.672,0.008,"*",0.565,1
"244","PaOG_parolfactory gyri, Left","datasource",1,9,10.234,0.011,"*",0.532,1
"245","PaOG_parolfactory gyri, Right","datasource",1,9,12.538,0.006,"*",0.582,1
"246","PCLa_paracentral lobule, anterior part, Left","datasource",1,9,4.696,0.058,"",0.343,1
"247","PCLa-i_paracentral lobule, anterior part, Left, inferior bank of gyrus","datasource",1,9,55.628,3.86e-05,"*",0.861,0.0159804
"248","PCLa-i_paracentral lobule, anterior part, Right, inferior bank of gyrus","datasource",1,9,310.519,2.77e-08,"*",0.972,1.14678e-05
"249","PCLa-s_paracentral lobule, anterior part, Left, superior bank of gyrus","datasource",1,9,57.398,3.41e-05,"*",0.864,0.0141174
"250","PCLa-s_paracentral lobule, anterior part, Right, superior bank of gyrus","datasource",1,9,206.575,1.63e-07,"*",0.958,6.7482e-05
"251","PCLp-cs_paracentral lobule, posterior part, Left, bank of cingulate sulcus","datasource",1,9,35.439,0.000215,"*",0.797,0.08901
"252","PCLp-cs_paracentral lobule, posterior part, Right, bank of cingulate sulcus","datasource",1,9,242.858,8.09e-08,"*",0.964,3.34926e-05
