"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"45","CA3_CA3 field, Right","datasource",1,939,366.999,2.64e-69,"*",0.281,1.09296e-66
"46","CA4_CA4 field, Left","datasource",1,939,299.76,1.7e-58,"*",0.242,7.038e-56
"47","CA4_CA4 field, Right","datasource",1,939,425.866,2.57e-78,"*",0.312,1.06398e-75
"48","cc_corpus callosum","datasource",1,939,526.08,8.54e-93,"*",0.359,3.53556e-90
"49","CeA_Central Nucleus, Left","datasource",1,939,357.032,9.72e-68,"*",0.275,4.02408e-65
"50","CeA_Central Nucleus, Right","datasource",1,939,341.018,3.39e-65,"*",0.266,1.40346e-62
"51","cgb_cingulum bundle, Left","datasource",1,939,575.514,1.42e-99,"*",0.38,5.8788e-97
"52","cgb_cingulum bundle, Right","datasource",1,939,442.176,9.58e-81,"*",0.32,3.96612e-78
"53","CgGf-i_Cingulate gyrus, frontal part, Left, inferior bank of gyrus","datasource",1,939,340.392,4.27e-65,"*",0.266,1.76778e-62
"54","CgGf-i_Cingulate gyrus, frontal part, Right, inferior bank of gyrus","datasource",1,939,398.608,3.41e-74,"*",0.298,1.41174e-71
"55","CgGf-s_Cingulate gyrus, frontal part, Left, superior bank of gyrus","datasource",1,939,296.193,6.62e-58,"*",0.24,2.74068e-55
"56","CgGf-s_Cingulate gyrus, frontal part, Right, superior bank of gyrus","datasource",1,939,345.747,5.97e-66,"*",0.269,2.47158e-63
"57","CgGp-i_Cingulate gyrus, parietal part, Left, inferior bank of gyrus","datasource",1,939,326.838,6.43e-63,"*",0.258,2.66202e-60
"58","CgGp-i_Cingulate gyrus, parietal part, Right, inferior bank of gyrus","datasource",1,939,397.64,4.79e-74,"*",0.297,1.98306e-71
"59","CgGp-s_Cingulate gyrus, parietal part, Left, superior bank of gyrus","datasource",1,939,326.722,6.71e-63,"*",0.258,2.77794e-60
"60","CgGp-s_Cingulate gyrus, parietal part, Right, superior bank of gyrus","datasource",1,939,416.351,6.9e-77,"*",0.307,2.8566e-74
"61","CgGr-i_Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus","datasource",1,939,340.342,4.35e-65,"*",0.266,1.8009e-62
"62","CgGr-i_Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus","datasource",1,939,385.477,3.54e-72,"*",0.291,1.46556e-69
"63","CgGr-s_Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus","datasource",1,939,251.277,2.52e-50,"*",0.211,1.04328e-47
"64","CgGr-s_Cingulate gyrus, retrosplenial part, Right, superior bank of gyrus","datasource",1,939,375.799,1.12e-70,"*",0.286,4.6368e-68
"65","CGMB_central grey substance of midbrain, Left","datasource",1,939,364.059,7.62e-69,"*",0.279,3.15468e-66
"66","CGMB_central grey substance of midbrain, Right","datasource",1,939,522.775,2.47e-92,"*",0.358,1.02258e-89
"67","CGPo_central grey of the pons, Left","datasource",1,939,299.197,2.11e-58,"*",0.242,8.7354e-56
"68","CGPo_central grey of the pons, Right","datasource",1,939,367.67,2.07e-69,"*",0.281,8.5698e-67
"69","CGS_central glial substance","datasource",1,939,327.596,4.85e-63,"*",0.259,2.0079e-60
"70","Cl_Claustrum, Left","datasource",1,939,283.22,9.58e-56,"*",0.232,3.96612e-53
"71","Cl_Claustrum, Right","datasource",1,939,291.448,4.06e-57,"*",0.237,1.68084e-54
"72","CMRt_central medullary reticular group, Left","datasource",1,939,438.72,3.12e-80,"*",0.318,1.29168e-77
"73","CMRt_central medullary reticular group, Right","datasource",1,939,609.444,4.24e-104,"*",0.394,1.75536e-101
"74","CnF_cuneiform nucleus, Left","datasource",1,939,312.327,1.47e-60,"*",0.25,6.0858e-58
"75","CnF_cuneiform nucleus, Right","datasource",1,939,628.39,1.39e-106,"*",0.401,5.7546e-104
"76","COMA_Cortico-medial group, Left","datasource",1,939,409.66,7.09e-76,"*",0.304,2.93526e-73
"77","COMA_Cortico-medial group, Right","datasource",1,939,398.076,4.11e-74,"*",0.298,1.70154e-71
"78","CPLV_Choroid Plexus of the lateral ventricle","datasource",1,939,366.172,3.56e-69,"*",0.281,1.47384e-66
"79","Cu_cuneate nucleus, Left","datasource",1,939,535.147,4.69e-94,"*",0.363,1.94166e-91
"80","Cu_cuneate nucleus, Right","datasource",1,939,657.442,2.48e-110,"*",0.412,1.02672e-107
"81","Cun-pest_cuneus, Left, peristriate","datasource",1,939,304.759,2.55e-59,"*",0.245,1.0557e-56
"82","Cun-pest_cuneus, Right, peristriate","datasource",1,939,375.225,1.37e-70,"*",0.286,5.6718e-68
"83","Cun-str_cuneus, Left, striate","datasource",1,939,270.839,1.16e-53,"*",0.224,4.8024e-51
"84","Cun-str_cuneus, Right, striate","datasource",1,939,311.308,2.15e-60,"*",0.249,8.901e-58
"85","DBh_Diagonal Band, Horizontal Division, Left","datasource",1,939,491.473,6.54e-88,"*",0.344,2.70756e-85
"86","DBv_Diagonal Band, Vertical Division, Left","datasource",1,939,425.018,3.44e-78,"*",0.312,1.42416e-75
"87","DG_Dentate gyrus, Left","datasource",1,939,236.553,8.9e-48,"*",0.201,3.6846e-45
"88","DG_Dentate gyrus, Right","datasource",1,939,317.067,2.47e-61,"*",0.252,1.02258e-58
"89","Dk_nucleus of Darkschewitsch, Left","datasource",1,939,411.053,4.36e-76,"*",0.304,1.80504e-73
"90","DMH_Dorsomedial hypothalamic Nucleus, Left","datasource",1,939,283.96,7.2e-56,"*",0.232,2.9808e-53
"91","Dt_Dentate Nucleus, Left","datasource",1,939,456.235,8.16e-83,"*",0.327,3.37824e-80
"92","Dt_Dentate Nucleus, Right","datasource",1,939,626.531,2.43e-106,"*",0.4,1.00602e-103
"93","DTA_Anterior Group of Nuclei, Left","datasource",1,939,369.693,1e-69,"*",0.282,4.14e-67
"94","DTA_Anterior Group of Nuclei, Right","datasource",1,939,510.787,1.19e-90,"*",0.352,4.9266e-88
"95","DTLd_Lateral group of Nuclei, Left, Dorsal Division","datasource",1,939,288.197,1.41e-56,"*",0.235,5.8374e-54
"96","DTLd_Lateral group of Nuclei, Right, Dorsal Division","datasource",1,939,319.482,1e-61,"*",0.254,4.14e-59
"97","DTLv_Lateral group of Nuclei, Left, Ventral division","datasource",1,939,358.737,5.23e-68,"*",0.276,2.16522e-65
"98","DTLv_Lateral group of Nuclei, Right, Ventral division","datasource",1,939,378.41,4.39e-71,"*",0.287,1.81746e-68
"99","DTM_Medial Group of Nuclei, Left","datasource",1,939,313.118,1.09e-60,"*",0.25,4.5126e-58
"100","DTM_Medial Group of Nuclei, Right","datasource",1,939,456.451,7.59e-83,"*",0.327,3.14226e-80
"101","DTP_Posterior Group of Nuclei, Left","datasource",1,939,333.16,6.16e-64,"*",0.262,2.55024e-61
"102","DTP_Posterior Group of Nuclei, Right","datasource",1,939,376.799,7.81e-71,"*",0.286,3.23334e-68
"103","Emb_Emboliform Nucleus, Left","datasource",1,939,372.143,4.15e-70,"*",0.284,1.7181e-67
"104","Emb_Emboliform Nucleus, Right","datasource",1,939,718.748,5e-118,"*",0.434,2.07e-115
"105","EW_Edinger Westphal nucleus, Left","datasource",1,939,545.021,2.03e-95,"*",0.367,8.4042e-93
"106","EW_Edinger Westphal nucleus, Right","datasource",1,939,640.752,3.47e-108,"*",0.406,1.43658e-105
"107","Fas_Fastigial Nucleus, Left","datasource",1,939,596.409,2.26e-102,"*",0.388,9.3564e-100
"108","Fas_Fastigial Nucleus, Right","datasource",1,939,552.447,1.94e-96,"*",0.37,8.0316e-94
"109","FP-s_frontal pole, Left, superior aspect","datasource",1,939,440.146,1.91e-80,"*",0.319,7.9074e-78
"110","FP-s_frontal pole, Right, superior aspect","datasource",1,939,291.976,3.32e-57,"*",0.237,1.37448e-54
"111","FPi_frontal pole, Left, inferior aspect","datasource",1,939,363.467,9.44e-69,"*",0.279,3.90816e-66
"112","FPi_frontal pole, Right, inferior aspect","datasource",1,939,285.127,4.59e-56,"*",0.233,1.90026e-53
"113","FPm_frontal pole, Left, medial aspect","datasource",1,939,269.911,1.67e-53,"*",0.223,6.9138e-51
"114","FPm_frontal pole, Right, medial aspect","datasource",1,939,301.037,1.05e-58,"*",0.243,4.347e-56
"115","fro_frontal operculum, Left","datasource",1,939,324.239,1.69e-62,"*",0.257,6.9966e-60
"116","fro_frontal operculum, Right","datasource",1,939,398.367,3.71e-74,"*",0.298,1.53594e-71
"117","FuG-cos_fusiform gyrus, Left, bank of cos","datasource",1,939,305.743,1.76e-59,"*",0.246,7.2864e-57
"118","FuG-cos_fusiform gyrus, Right, bank of cos","datasource",1,939,406.997,1.8e-75,"*",0.302,7.452e-73
"119","FuG-its_fusiform gyrus, Left, bank of the its","datasource",1,939,333.948,4.6e-64,"*",0.262,1.9044e-61
"120","FuG-its_fusiform gyrus, Right, bank of the its","datasource",1,939,388.873,1.06e-72,"*",0.293,4.3884e-70
"121","FuG-l_fusiform gyrus, Left, lateral bank of gyrus","datasource",1,939,307.942,7.66e-60,"*",0.247,3.17124e-57
"122","FuG-l_fusiform gyrus, Right, lateral bank of gyrus","datasource",1,939,355.984,1.42e-67,"*",0.275,5.8788e-65
"123","GiRt_gigantocellular group, Left","datasource",1,939,397.942,4.31e-74,"*",0.298,1.78434e-71
"124","GiRt_gigantocellular group, Right","datasource",1,939,387.98,1.46e-72,"*",0.292,6.0444e-70
"125","Glo_Globose Nucleus, Left","datasource",1,939,492.33,4.93e-88,"*",0.344,2.04102e-85
"126","Glo_Globose Nucleus, Right","datasource",1,939,627.612,1.76e-106,"*",0.401,7.2864e-104
"127","GPe_globus pallidus, external segment, Left","datasource",1,939,466.277,2.8e-84,"*",0.332,1.1592e-81
"128","GPe_globus pallidus, external segment, Right","datasource",1,939,536.397,3.15e-94,"*",0.364,1.3041e-91
"129","GPi_globus pallidus, internal segment, Left","datasource",1,939,409.788,6.78e-76,"*",0.304,2.80692e-73
"130","GPi_globus pallidus, internal segment, Right","datasource",1,939,489.779,1.14e-87,"*",0.343,4.7196e-85
"131","Gr_gracile nucleus, Left","datasource",1,939,551.943,2.27e-96,"*",0.37,9.3978e-94
"132","Gr_gracile nucleus, Right","datasource",1,939,719.023,4.62e-118,"*",0.434,1.91268e-115
"133","GRe_gyrus rectus, Left","datasource",1,939,335.83,2.29e-64,"*",0.263,9.4806e-62
"134","GRe_gyrus rectus, Right","datasource",1,939,370.754,6.83e-70,"*",0.283,2.82762e-67
"135","HCd_Head of Caudate Nucleus, Left","datasource",1,939,379.451,3.03e-71,"*",0.288,1.25442e-68
"136","HCd_Head of Caudate Nucleus, Right","datasource",1,939,464.47,5.12e-84,"*",0.331,2.11968e-81
"137","He-Crus I_Crus I, Left Lateral Hemisphere","datasource",1,939,140.148,3.09e-30,"*",0.13,1.27926e-27
"138","He-Crus I_Crus I, Right Lateral Hemisphere","datasource",1,939,216.059,3.56e-44,"*",0.187,1.47384e-41
"139","He-Crus II_Crus II, Left Lateral Hemisphere","datasource",1,939,139.287,4.51e-30,"*",0.129,1.86714e-27
"140","He-Crus II_Crus II, Right Lateral Hemisphere","datasource",1,939,211.05,2.76e-43,"*",0.184,1.14264e-40
"141","He-III_III, Left Lateral Hemisphere","datasource",1,939,104.665,2.31e-23,"*",0.1,9.5634e-21
"142","He-IV_IV, Left Lateral Hemisphere","datasource",1,939,118.747,4.04e-26,"*",0.112,1.67256e-23
"143","He-IX_IX, Left Lateral Hemisphere","datasource",1,939,139.545,4.03e-30,"*",0.129,1.66842e-27
"144","He-V_V, Left Lateral Hemisphere","datasource",1,939,100.496,1.54e-22,"*",0.097,6.3756e-20
"145","He-VI_VI, Left Lateral Hemisphere","datasource",1,939,122.708,6.88e-27,"*",0.116,2.84832e-24
"146","He-VI_VI, Right Lateral Hemisphere","datasource",1,939,183.584,2.48e-38,"*",0.164,1.02672e-35
"147","He-VIIB_VIIB, Left Lateral Hemisphere","datasource",1,939,131.271,1.54e-28,"*",0.123,6.3756e-26
"148","He-VIIB_VIIB, Right Lateral Hemisphere","datasource",1,939,237.457,6.2e-48,"*",0.202,2.5668e-45
"149","He-VIIIA_VIIIA, Left Lateral Hemisphere","datasource",1,939,113.583,4.1e-25,"*",0.108,1.6974e-22
"150","He-VIIIA_VIIIA, Right Lateral Hemisphere","datasource",1,939,193.818,3.43e-40,"*",0.171,1.42002e-37
"151","He-VIIIB_VIIIB, Left Lateral Hemisphere","datasource",1,939,96.077,1.16e-21,"*",0.093,4.8024e-19
"152","He-X_X, Left Lateral Hemisphere","datasource",1,939,101.335,1.05e-22,"*",0.097,4.347e-20
"153","HG_Heschls gyrus, Left","datasource",1,939,304.907,2.42e-59,"*",0.245,1.00188e-56
"154","HG_Heschls gyrus, Right","datasource",1,939,369.64,1.02e-69,"*",0.282,4.2228e-67
"155","Hl_Lateral Habenular Nucleus, Left","datasource",1,939,644.152,1.26e-108,"*",0.407,5.2164e-106
"156","Hl_Lateral Habenular Nucleus, Right","datasource",1,939,270.853,1.15e-53,"*",0.224,4.761e-51
"157","Hm_Medial Habenular Nucleus, Left","datasource",1,939,264.413,1.43e-52,"*",0.22,5.9202e-50
"158","Hm_Medial Habenular Nucleus, Right","datasource",1,939,242.894,7.05e-49,"*",0.206,2.9187e-46
"159","IC_Inferior Colliculus, Left","datasource",1,939,361.828,1.71e-68,"*",0.278,7.0794e-66
"160","ICjl_interstitial nucleus of Cajal, Left","datasource",1,939,556.205,5.94e-97,"*",0.372,2.45916e-94
"161","ICjl_interstitial nucleus of Cajal, Right","datasource",1,939,729.483,2.4e-119,"*",0.437,9.936e-117
"162","ILc_Caudal Group of Intralaminar Nuclei, Left","datasource",1,939,387.931,1.48e-72,"*",0.292,6.1272e-70
"163","ILc_Caudal Group of Intralaminar Nuclei, Right","datasource",1,939,439.456,2.42e-80,"*",0.319,1.00188e-77
"164","ILr_Rostral Group of intralaminar Nuclei, Left","datasource",1,939,355.602,1.63e-67,"*",0.275,6.7482e-65
"165","ILr_Rostral Group of intralaminar Nuclei, Right","datasource",1,939,473.174,2.79e-85,"*",0.335,1.15506e-82
"166","IO_inferior olivary complex, Left","datasource",1,939,405.376,3.17e-75,"*",0.302,1.31238e-72
"167","IO_inferior olivary complex, Right","datasource",1,939,506.057,5.53e-90,"*",0.35,2.28942e-87
"168","IOG-i_inferior occipital gyrus, Left, inferior bank of gyrus","datasource",1,939,296.411,6.1e-58,"*",0.24,2.5254e-55
"169","IOG-i_inferior occipital gyrus, Right, inferior bank of gyrus","datasource",1,939,358.833,5.05e-68,"*",0.276,2.0907e-65
"170","IOG-s_inferior occipital gyrus, Left, superior bank of gyrus","datasource",1,939,300.636,1.22e-58,"*",0.243,5.0508e-56
"171","IOG-s_inferior occipital gyrus, Right, superior bank of gyrus","datasource",1,939,290.051,6.93e-57,"*",0.236,2.86902e-54
"172","IRoG_inferior rostral gyrus, Left","datasource",1,939,357.907,7.07e-68,"*",0.276,2.92698e-65
"173","IRoG_inferior rostral gyrus, Right","datasource",1,939,355.341,1.8e-67,"*",0.275,7.452e-65
"174","ITG-its_inferior temporal gyrus, Left, bank of the its","datasource",1,939,313.694,8.77e-61,"*",0.25,3.63078e-58
"175","ITG-its_inferior temporal gyrus, Right, bank of the its","datasource",1,939,380.343,2.2e-71,"*",0.288,9.108e-69
"176","ITG-l_inferior temporal gyrus, Left, lateral bank of gyrus","datasource",1,939,358.579,5.54e-68,"*",0.276,2.29356e-65
"177","ITG-l_inferior temporal gyrus, Right, lateral bank of gyrus","datasource",1,939,403.89,5.33e-75,"*",0.301,2.20662e-72
"178","ITG-mts_inferior temporal gyrus, Left, bank of mts","datasource",1,939,347.112,3.62e-66,"*",0.27,1.49868e-63
"179","ITG-mts_inferior temporal gyrus, Right, bank of mts","datasource",1,939,395.572,9.93e-74,"*",0.296,4.11102e-71
"180","LA_Lateral Nucleus, Left","datasource",1,939,430.156,5.86e-79,"*",0.314,2.42604e-76
"181","LA_Lateral Nucleus, Right","datasource",1,939,359.236,4.37e-68,"*",0.277,1.80918e-65
"182","LC_locus ceruleus, Left","datasource",1,939,360.034,3.27e-68,"*",0.277,1.35378e-65
"183","LC_locus ceruleus, Right","datasource",1,939,427.978,1.24e-78,"*",0.313,5.1336e-76
"184","LGd_Dorsal Lateral Geniculate Nucleus, Left","datasource",1,939,394.142,1.64e-73,"*",0.296,6.7896e-71
"185","LGd_Dorsal Lateral Geniculate Nucleus, Right","datasource",1,939,491.878,5.72e-88,"*",0.344,2.36808e-85
"186","LHA_Lateral hypothalamic area, Left","datasource",1,939,350.668,9.87e-67,"*",0.272,4.08618e-64
"187","LHA_Lateral hypothalamic area, Right","datasource",1,939,455.735,9.66e-83,"*",0.327,3.99924e-80
"188","LHM_Lateral Hypothalamic Area, Mammillary Region, Left","datasource",1,939,346.985,3.79e-66,"*",0.27,1.56906e-63
"189","LHM_Lateral Hypothalamic Area, Mammillary Region, Right","datasource",1,939,352.534,5e-67,"*",0.273,2.07e-64
"190","LHT_Lateral Hypothalamic Area, Tuberal Region, Left","datasource",1,939,333.021,6.48e-64,"*",0.262,2.68272e-61
"191","LIG_Long Insular Gyri, Left","datasource",1,939,313.355,9.96e-61,"*",0.25,4.12344e-58
"192","LIG_Long Insular Gyri, Right","datasource",1,939,328.796,3.1e-63,"*",0.259,1.2834e-60
"193","LiG-pest_lingual gyrus, Left, peristriate","datasource",1,939,311.86,1.75e-60,"*",0.249,7.245e-58
"194","LiG-pest_lingual gyrus, Right, peristriate","datasource",1,939,382.586,9.9e-72,"*",0.289,4.0986e-69
"195","LiG-str_lingual gyrus, Left, striate","datasource",1,939,273.175,4.68e-54,"*",0.225,1.93752e-51
"196","LiG-str_lingual gyrus, Right, striate","datasource",1,939,284.214,6.53e-56,"*",0.232,2.70342e-53
"197","LM_Lateral Mammillary Nucleus, Left","datasource",1,939,250.722,3.14e-50,"*",0.211,1.29996e-47
"198","LMRt_lateral medullary reticular group, Left","datasource",1,939,521.269,4.01e-92,"*",0.357,1.66014e-89
"199","LMRt_lateral medullary reticular group, Right","datasource",1,939,602.407,3.61e-103,"*",0.391,1.49454e-100
"200","LOrG_lateral orbital gyrus, Left","datasource",1,939,320.488,6.87e-62,"*",0.254,2.84418e-59
"201","LOrG_lateral orbital gyrus, Right","datasource",1,939,364.422,6.69e-69,"*",0.28,2.76966e-66
"202","LPB_lateral parabrachial nucleus, Left","datasource",1,939,501.191,2.7e-89,"*",0.348,1.1178e-86
"203","LPB_lateral parabrachial nucleus, Right","datasource",1,939,765.345,1.09e-123,"*",0.449,4.5126e-121
"204","LTu_Lateral Tuberal Nucleus, Left","datasource",1,939,357.205,9.13e-68,"*",0.276,3.77982e-65
"205","MB_Mammillary Body, Left","datasource",1,939,319.571,9.68e-62,"*",0.254,4.00752e-59
"206","MB_Mammillary Body, Right","datasource",1,939,328.666,3.26e-63,"*",0.259,1.34964e-60
"207","MBRa_Midbrain Raphe Nuclei","datasource",1,939,457.637,5.09e-83,"*",0.328,2.10726e-80
"208","MBRa_Midbrain Raphe Nuclei, Left","datasource",1,939,300.028,1.54e-58,"*",0.242,6.3756e-56
"209","MBRF_Midbrain Reticular Formation, Left","datasource",1,939,530.376,2.16e-93,"*",0.361,8.9424e-91
"210","MBRF_Midbrain Reticular Formation, Right","datasource",1,939,443.107,6.98e-81,"*",0.321,2.88972e-78
"211","MFG-i_middle frontal gyrus, Left, inferior bank of gyrus","datasource",1,939,331.787,1.02e-63,"*",0.261,4.2228e-61
"212","MFG-i_middle frontal gyrus, Right, inferior bank of gyrus","datasource",1,939,358.244,6.26e-68,"*",0.276,2.59164e-65
"213","MFG-s_middle frontal gyrus, Left, superior bank of gyrus","datasource",1,939,325.173,1.2e-62,"*",0.257,4.968e-60
"214","MFG-s_middle frontal gyrus, Right, superior bank of gyrus","datasource",1,939,376.63,8.3e-71,"*",0.286,3.4362e-68
"215","MG_Medial Geniculate Complex, Left","datasource",1,939,303.632,3.91e-59,"*",0.244,1.61874e-56
"216","MG_Medial Geniculate Complex, Right","datasource",1,939,330.591,1.59e-63,"*",0.26,6.5826e-61
"217","MM_Medial mammillary Nucleus, Left","datasource",1,939,322.996,2.69e-62,"*",0.256,1.11366e-59
"218","Mo5_motor nucleus of trigeminal nerve, Left","datasource",1,939,350.662,9.89e-67,"*",0.272,4.09446e-64
"219","Mo5_motor nucleus of trigeminal nerve, Right","datasource",1,939,569.382,9.59e-99,"*",0.377,3.97026e-96
"220","MOrG_medial orbital gyrus, Left","datasource",1,939,319.454,1.01e-61,"*",0.254,4.1814e-59
"221","MOrG_medial orbital gyrus, Right","datasource",1,939,380.898,1.81e-71,"*",0.289,7.4934e-69
"222","MPB_medial parabrachial nucleus, Left","datasource",1,939,431.09,4.25e-79,"*",0.315,1.7595e-76
"223","MPB_medial parabrachial nucleus,Right","datasource",1,939,613.784,1.14e-104,"*",0.395,4.7196e-102
"224","MTG-i_middle temporal gyrus, Left, inferior bank of gyrus","datasource",1,939,338.856,7.51e-65,"*",0.265,3.10914e-62
"225","MTG-i_middle temporal gyrus, Right, inferior bank of gyrus","datasource",1,939,377.582,5.91e-71,"*",0.287,2.44674e-68
"226","MTG-s_middle temporal gyrus, Left, superior bank of gyrus","datasource",1,939,338.399,8.89e-65,"*",0.265,3.68046e-62
"227","MTG-s_middle temporal gyrus, Right, superior bank of gyrus","datasource",1,939,385.041,4.13e-72,"*",0.291,1.70982e-69
"228","nbM_Basal nucleus, Left","datasource",1,939,405.557,2.97e-75,"*",0.302,1.22958e-72
"229","OlfT_Olfactory Tubercle, Left","datasource",1,939,319.331,1.06e-61,"*",0.254,4.3884e-59
"230","OPi_occipital pole, Left, inferior aspect","datasource",1,939,222.118,3.02e-45,"*",0.191,1.25028e-42
"231","opIFG_inferior frontal gyrus, opercular part, Left","datasource",1,939,328.879,3.01e-63,"*",0.259,1.24614e-60
"232","opIFG_inferior frontal gyrus, opercular part, Right","datasource",1,939,309,5.14e-60,"*",0.248,2.12796e-57
"233","OPl_occipital pole, Left, lateral aspect","datasource",1,939,142.557,1.08e-30,"*",0.132,4.4712e-28
"234","OPs_occipital pole, Left, superior aspect","datasource",1,939,232.32,4.88e-47,"*",0.198,2.02032e-44
"235","orIFG_inferior frontal gyrus, orbital part, Left","datasource",1,939,322.516,3.22e-62,"*",0.256,1.33308e-59
"236","orIFG_inferior frontal gyrus, orbital part, Right","datasource",1,939,393.602,1.99e-73,"*",0.295,8.2386e-71
"237","OTG-i_occipito-temporal gyrus, Left, inferior bank of gyrus","datasource",1,939,318.852,1.27e-61,"*",0.253,5.2578e-59
"238","OTG-i_occipito-temporal gyrus, Right, inferior bank of gyrus","datasource",1,939,380.646,1.98e-71,"*",0.288,8.1972e-69
"239","OTG-s_occipito-temporal gyrus, Left, superior bank of gyrus","datasource",1,939,341.259,3.1e-65,"*",0.267,1.2834e-62
