"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"24","AnG-s_angular gyrus, Right, superior bank of gyrus","datasource",1,922,82.76,5.58e-19,"*",0.082,2.31012e-16
"25","AOrG_anterior orbital gyrus, Left","datasource",1,922,87.322,6.75e-20,"*",0.087,2.7945e-17
"26","AOrG_anterior orbital gyrus, Right","datasource",1,922,131.823,1.3e-28,"*",0.125,5.382e-26
"27","Arc_arcuate nucleus of medulla, Left","datasource",1,922,82.015,7.89e-19,"*",0.082,3.26646e-16
"28","Arc_arcuate nucleus of medulla, Right","datasource",1,922,65.473,1.85e-15,"*",0.066,7.659e-13
"29","ARH_Arcuate Nucleus of the Hypothalamus, Left","datasource",1,922,56.591,1.27e-13,"*",0.058,5.2578e-11
"30","ARH_Arcuate Nucleus of the Hypothalamus, Right","datasource",1,922,15.52,8.78e-05,"*",0.017,0.0363492
"31","ATZ_Amygdaloid Transition zone, Left","datasource",1,922,100.885,1.35e-22,"*",0.099,5.589e-20
"32","ATZ_Amygdaloid Transition zone, Right","datasource",1,922,127.112,1.04e-27,"*",0.121,4.3056e-25
"33","BCd_Body of Caudate Nucleus, Left","datasource",1,922,70.68,1.58e-16,"*",0.071,6.5412e-14
"34","BCd_Body of Caudate Nucleus, Right","datasource",1,922,60.382,2.08e-14,"*",0.061,8.6112e-12
"35","BLA_Basolateral Nucleus, Left","datasource",1,922,77.131,7.68e-18,"*",0.077,3.17952e-15
"36","BLA_Basolateral Nucleus, Right","datasource",1,922,118.604,4.57e-26,"*",0.114,1.89198e-23
"37","BMA_Basomedial nucleus, Left","datasource",1,922,94.126,2.95e-21,"*",0.093,1.2213e-18
"38","BMA_Basomedial nucleus, Right","datasource",1,922,99.582,2.44e-22,"*",0.097,1.01016e-19
"39","BST_Nucleus of Stria Terminalis, Left","datasource",1,922,88.022,4.89e-20,"*",0.087,2.02446e-17
"40","CA1_CA1 field, Left","datasource",1,922,150.304,4.05e-32,"*",0.14,1.6767e-29
"41","CA1_CA1 field, Right","datasource",1,922,125.992,1.71e-27,"*",0.12,7.0794e-25
"42","CA2_CA2 field, Left","datasource",1,922,131.418,1.55e-28,"*",0.125,6.417e-26
"43","CA2_CA2 field, Right","datasource",1,922,125.834,1.83e-27,"*",0.12,7.5762e-25
"44","CA3_CA3 field, Left","datasource",1,922,104.513,2.59e-23,"*",0.102,1.07226e-20
"45","CA3_CA3 field, Right","datasource",1,922,97.064,7.69e-22,"*",0.095,3.18366e-19
"46","CA4_CA4 field, Left","datasource",1,922,105.75,1.48e-23,"*",0.103,6.1272e-21
"47","CA4_CA4 field, Right","datasource",1,922,75.861,1.39e-17,"*",0.076,5.7546e-15
"48","cc_corpus callosum","datasource",1,922,0.599,0.439,"",0.00065,1
"49","CeA_Central Nucleus, Left","datasource",1,922,98.774,3.52e-22,"*",0.097,1.45728e-19
"50","CeA_Central Nucleus, Right","datasource",1,922,101.756,9.06e-23,"*",0.099,3.75084e-20
"51","cgb_cingulum bundle, Left","datasource",1,922,5.441,0.02,"*",0.006,1
"52","cgb_cingulum bundle, Right","datasource",1,922,34.572,5.74e-09,"*",0.036,2.37636e-06
"53","CgGf-i_Cingulate gyrus, frontal part, Left, inferior bank of gyrus","datasource",1,922,90.147,1.83e-20,"*",0.089,7.5762e-18
"54","CgGf-i_Cingulate gyrus, frontal part, Right, inferior bank of gyrus","datasource",1,922,93.757,3.49e-21,"*",0.092,1.44486e-18
"55","CgGf-s_Cingulate gyrus, frontal part, Left, superior bank of gyrus","datasource",1,922,109.651,2.54e-24,"*",0.106,1.05156e-21
"56","CgGf-s_Cingulate gyrus, frontal part, Right, superior bank of gyrus","datasource",1,922,98.939,3.27e-22,"*",0.097,1.35378e-19
"57","CgGp-i_Cingulate gyrus, parietal part, Left, inferior bank of gyrus","datasource",1,922,102.952,5.26e-23,"*",0.1,2.17764e-20
"58","CgGp-i_Cingulate gyrus, parietal part, Right, inferior bank of gyrus","datasource",1,922,86.965,7.96e-20,"*",0.086,3.29544e-17
"59","CgGp-s_Cingulate gyrus, parietal part, Left, superior bank of gyrus","datasource",1,922,98.509,3.97e-22,"*",0.097,1.64358e-19
"60","CgGp-s_Cingulate gyrus, parietal part, Right, superior bank of gyrus","datasource",1,922,85.922,1.29e-19,"*",0.085,5.3406e-17
"61","CgGr-i_Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus","datasource",1,922,87.571,6.02e-20,"*",0.087,2.49228e-17
"62","CgGr-i_Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus","datasource",1,922,60.422,2.04e-14,"*",0.062,8.4456e-12
"63","CgGr-s_Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus","datasource",1,922,99.07,3.08e-22,"*",0.097,1.27512e-19
"64","CgGr-s_Cingulate gyrus, retrosplenial part, Right, superior bank of gyrus","datasource",1,922,51.875,1.23e-12,"*",0.053,5.0922e-10
"65","CGMB_central grey substance of midbrain, Left","datasource",1,922,91.687,9.03e-21,"*",0.09,3.73842e-18
"66","CGMB_central grey substance of midbrain, Right","datasource",1,922,64.79,2.56e-15,"*",0.066,1.05984e-12
"67","CGPo_central grey of the pons, Left","datasource",1,922,70.241,1.94e-16,"*",0.071,8.0316e-14
"68","CGPo_central grey of the pons, Right","datasource",1,922,64.584,2.82e-15,"*",0.065,1.16748e-12
"69","CGS_central glial substance","datasource",1,922,22.552,2.37e-06,"*",0.024,0.00098118
"70","Cl_Claustrum, Left","datasource",1,922,128.703,5.14e-28,"*",0.122,2.12796e-25
"71","Cl_Claustrum, Right","datasource",1,922,137.761,9.54e-30,"*",0.13,3.94956e-27
"72","CMRt_central medullary reticular group, Left","datasource",1,922,55.296,2.37e-13,"*",0.057,9.8118e-11
"73","CMRt_central medullary reticular group, Right","datasource",1,922,34.73,5.31e-09,"*",0.036,2.19834e-06
"74","CnF_cuneiform nucleus, Left","datasource",1,922,84.49,2.5e-19,"*",0.084,1.035e-16
"75","CnF_cuneiform nucleus, Right","datasource",1,922,41.565,1.84e-10,"*",0.043,7.6176e-08
"76","COMA_Cortico-medial group, Left","datasource",1,922,98.129,4.73e-22,"*",0.096,1.95822e-19
"77","COMA_Cortico-medial group, Right","datasource",1,922,63.132,5.62e-15,"*",0.064,2.32668e-12
"78","CPLV_Choroid Plexus of the lateral ventricle","datasource",1,922,4.74,0.03,"*",0.005,1
"79","Cu_cuneate nucleus, Left","datasource",1,922,24.278,9.88e-07,"*",0.026,0.000409032
"80","Cu_cuneate nucleus, Right","datasource",1,922,17.656,2.9e-05,"*",0.019,0.012006
"81","Cun-pest_cuneus, Left, peristriate","datasource",1,922,107.509,6.68e-24,"*",0.104,2.76552e-21
"82","Cun-pest_cuneus, Right, peristriate","datasource",1,922,106.998,8.41e-24,"*",0.104,3.48174e-21
"83","Cun-str_cuneus, Left, striate","datasource",1,922,108.171,4.95e-24,"*",0.105,2.0493e-21
"84","Cun-str_cuneus, Right, striate","datasource",1,922,124.683,3.05e-27,"*",0.119,1.2627e-24
"85","DBh_Diagonal Band, Horizontal Division, Left","datasource",1,922,57.633,7.73e-14,"*",0.059,3.20022e-11
"86","DBv_Diagonal Band, Vertical Division, Left","datasource",1,922,51.739,1.31e-12,"*",0.053,5.4234e-10
"87","DG_Dentate gyrus, Left","datasource",1,922,42.609,1.1e-10,"*",0.044,4.554e-08
"88","DG_Dentate gyrus, Right","datasource",1,922,59.58,3.05e-14,"*",0.061,1.2627e-11
"89","Dk_nucleus of Darkschewitsch, Left","datasource",1,922,59.252,3.56e-14,"*",0.06,1.47384e-11
"90","DMH_Dorsomedial hypothalamic Nucleus, Left","datasource",1,922,100.417,1.67e-22,"*",0.098,6.9138e-20
"91","Dt_Dentate Nucleus, Left","datasource",1,922,26.603,3.06e-07,"*",0.028,0.000126684
"92","Dt_Dentate Nucleus, Right","datasource",1,922,9.031,0.003,"*",0.01,1
"93","DTA_Anterior Group of Nuclei, Left","datasource",1,922,50.221,2.73e-12,"*",0.052,1.13022e-09
"94","DTA_Anterior Group of Nuclei, Right","datasource",1,922,42.586,1.11e-10,"*",0.044,4.5954e-08
"95","DTLd_Lateral group of Nuclei, Left, Dorsal Division","datasource",1,922,51.221,1.68e-12,"*",0.053,6.9552e-10
"96","DTLd_Lateral group of Nuclei, Right, Dorsal Division","datasource",1,922,35.636,3.39e-09,"*",0.037,1.40346e-06
"97","DTLv_Lateral group of Nuclei, Left, Ventral division","datasource",1,922,37.249,1.53e-09,"*",0.039,6.3342e-07
"98","DTLv_Lateral group of Nuclei, Right, Ventral division","datasource",1,922,44.284,4.87e-11,"*",0.046,2.01618e-08
"99","DTM_Medial Group of Nuclei, Left","datasource",1,922,67.202,8.16e-16,"*",0.068,3.37824e-13
"100","DTM_Medial Group of Nuclei, Right","datasource",1,922,51.968,1.17e-12,"*",0.053,4.8438e-10
"101","DTP_Posterior Group of Nuclei, Left","datasource",1,922,54.184,4.04e-13,"*",0.056,1.67256e-10
"102","DTP_Posterior Group of Nuclei, Right","datasource",1,922,51.016,1.86e-12,"*",0.052,7.7004e-10
"103","Emb_Emboliform Nucleus, Left","datasource",1,922,23.816,1.25e-06,"*",0.025,0.0005175
"104","Emb_Emboliform Nucleus, Right","datasource",1,922,11.961,0.000568,"*",0.013,0.235152
"105","EW_Edinger Westphal nucleus, Left","datasource",1,922,25.626,5e-07,"*",0.027,0.000207
"106","EW_Edinger Westphal nucleus, Right","datasource",1,922,11.04,0.000927,"*",0.012,0.383778
"107","Fas_Fastigial Nucleus, Left","datasource",1,922,40.361,3.31e-10,"*",0.042,1.37034e-07
"108","Fas_Fastigial Nucleus, Right","datasource",1,922,37.766,1.19e-09,"*",0.039,4.9266e-07
"109","FP-s_frontal pole, Left, superior aspect","datasource",1,922,84.038,3.09e-19,"*",0.084,1.27926e-16
"110","FP-s_frontal pole, Right, superior aspect","datasource",1,922,67.933,5.78e-16,"*",0.069,2.39292e-13
"111","FPi_frontal pole, Left, inferior aspect","datasource",1,922,54.469,3.52e-13,"*",0.056,1.45728e-10
"112","FPi_frontal pole, Right, inferior aspect","datasource",1,922,68.179,5.14e-16,"*",0.069,2.12796e-13
"113","FPm_frontal pole, Left, medial aspect","datasource",1,922,74.345,2.83e-17,"*",0.075,1.17162e-14
"114","FPm_frontal pole, Right, medial aspect","datasource",1,922,88.521,3.88e-20,"*",0.088,1.60632e-17
"115","fro_frontal operculum, Left","datasource",1,922,99.757,2.25e-22,"*",0.098,9.315e-20
"116","fro_frontal operculum, Right","datasource",1,922,98.482,4.02e-22,"*",0.097,1.66428e-19
"117","FuG-cos_fusiform gyrus, Left, bank of cos","datasource",1,922,86.284,1.09e-19,"*",0.086,4.5126e-17
"118","FuG-cos_fusiform gyrus, Right, bank of cos","datasource",1,922,89.377,2.62e-20,"*",0.088,1.08468e-17
"119","FuG-its_fusiform gyrus, Left, bank of the its","datasource",1,922,88.663,3.64e-20,"*",0.088,1.50696e-17
"120","FuG-its_fusiform gyrus, Right, bank of the its","datasource",1,922,84.716,2.25e-19,"*",0.084,9.315e-17
"121","FuG-l_fusiform gyrus, Left, lateral bank of gyrus","datasource",1,922,95.758,1.4e-21,"*",0.094,5.796e-19
"122","FuG-l_fusiform gyrus, Right, lateral bank of gyrus","datasource",1,922,97.007,7.89e-22,"*",0.095,3.26646e-19
"123","GiRt_gigantocellular group, Left","datasource",1,922,71.451,1.1e-16,"*",0.072,4.554e-14
"124","GiRt_gigantocellular group, Right","datasource",1,922,62.396,7.97e-15,"*",0.063,3.29958e-12
"125","Glo_Globose Nucleus, Left","datasource",1,922,30.594,4.14e-08,"*",0.032,1.71396e-05
"126","Glo_Globose Nucleus, Right","datasource",1,922,4.318,0.038,"*",0.005,1
"127","GPe_globus pallidus, external segment, Left","datasource",1,922,20.537,6.62e-06,"*",0.022,0.00274068
"128","GPe_globus pallidus, external segment, Right","datasource",1,922,25.645,4.96e-07,"*",0.027,0.000205344
"129","GPi_globus pallidus, internal segment, Left","datasource",1,922,21.3,4.48e-06,"*",0.023,0.00185472
"130","GPi_globus pallidus, internal segment, Right","datasource",1,922,23.442,1.51e-06,"*",0.025,0.00062514
"131","Gr_gracile nucleus, Left","datasource",1,922,27.04,2.46e-07,"*",0.028,0.000101844
"132","Gr_gracile nucleus, Right","datasource",1,922,13.083,0.000314,"*",0.014,0.129996
"133","GRe_gyrus rectus, Left","datasource",1,922,84.639,2.33e-19,"*",0.084,9.6462e-17
"134","GRe_gyrus rectus, Right","datasource",1,922,80.959,1.29e-18,"*",0.081,5.3406e-16
"135","HCd_Head of Caudate Nucleus, Left","datasource",1,922,52.848,7.69e-13,"*",0.054,3.18366e-10
"136","HCd_Head of Caudate Nucleus, Right","datasource",1,922,59.49,3.18e-14,"*",0.061,1.31652e-11
"137","He-Crus I_Crus I, Left Lateral Hemisphere","datasource",1,922,137.282,1.18e-29,"*",0.13,4.8852e-27
"138","He-Crus I_Crus I, Right Lateral Hemisphere","datasource",1,922,112.308,7.68e-25,"*",0.109,3.17952e-22
"139","He-Crus II_Crus II, Left Lateral Hemisphere","datasource",1,922,130.261,2.58e-28,"*",0.124,1.06812e-25
"140","He-Crus II_Crus II, Right Lateral Hemisphere","datasource",1,922,129.397,3.78e-28,"*",0.123,1.56492e-25
"141","He-III_III, Left Lateral Hemisphere","datasource",1,922,165.891,5.02e-35,"*",0.152,2.07828e-32
"142","He-IV_IV, Left Lateral Hemisphere","datasource",1,922,178.873,2.05e-37,"*",0.162,8.487e-35
"143","He-IX_IX, Left Lateral Hemisphere","datasource",1,922,155.414,4.46e-33,"*",0.144,1.84644e-30
"144","He-V_V, Left Lateral Hemisphere","datasource",1,922,161.221,3.69e-34,"*",0.149,1.52766e-31
"145","He-VI_VI, Left Lateral Hemisphere","datasource",1,922,146.772,1.87e-31,"*",0.137,7.7418e-29
"146","He-VI_VI, Right Lateral Hemisphere","datasource",1,922,113.81,3.91e-25,"*",0.11,1.61874e-22
"147","He-VIIB_VIIB, Left Lateral Hemisphere","datasource",1,922,127.054,1.07e-27,"*",0.121,4.4298e-25
"148","He-VIIB_VIIB, Right Lateral Hemisphere","datasource",1,922,137.158,1.24e-29,"*",0.129,5.1336e-27
"149","He-VIIIA_VIIIA, Left Lateral Hemisphere","datasource",1,922,136.04,2.03e-29,"*",0.129,8.4042e-27
"150","He-VIIIA_VIIIA, Right Lateral Hemisphere","datasource",1,922,86.804,8.58e-20,"*",0.086,3.55212e-17
"151","He-VIIIB_VIIIB, Left Lateral Hemisphere","datasource",1,922,160.813,4.39e-34,"*",0.149,1.81746e-31
"152","He-X_X, Left Lateral Hemisphere","datasource",1,922,164.223,1.02e-34,"*",0.151,4.2228e-32
"153","HG_Heschls gyrus, Left","datasource",1,922,105.456,1.69e-23,"*",0.103,6.9966e-21
"154","HG_Heschls gyrus, Right","datasource",1,922,101.052,1.25e-22,"*",0.099,5.175e-20
"155","Hl_Lateral Habenular Nucleus, Left","datasource",1,922,53.288,6.22e-13,"*",0.055,2.57508e-10
"156","Hl_Lateral Habenular Nucleus, Right","datasource",1,922,120.828,1.69e-26,"*",0.116,6.9966e-24
"157","Hm_Medial Habenular Nucleus, Left","datasource",1,922,223.14,2.4e-45,"*",0.195,9.936e-43
"158","Hm_Medial Habenular Nucleus, Right","datasource",1,922,151.946,1.99e-32,"*",0.141,8.2386e-30
"159","IC_Inferior Colliculus, Left","datasource",1,922,68.843,3.76e-16,"*",0.069,1.55664e-13
"160","ICjl_interstitial nucleus of Cajal, Left","datasource",1,922,20.081,8.36e-06,"*",0.021,0.00346104
"161","ICjl_interstitial nucleus of Cajal, Right","datasource",1,922,2.839,0.092,"",0.003,1
"162","ILc_Caudal Group of Intralaminar Nuclei, Left","datasource",1,922,46.504,1.65e-11,"*",0.048,6.831e-09
"163","ILc_Caudal Group of Intralaminar Nuclei, Right","datasource",1,922,48.402,6.58e-12,"*",0.05,2.72412e-09
"164","ILr_Rostral Group of intralaminar Nuclei, Left","datasource",1,922,41.449,1.94e-10,"*",0.043,8.0316e-08
"165","ILr_Rostral Group of intralaminar Nuclei, Right","datasource",1,922,32.113,1.94e-08,"*",0.034,8.0316e-06
"166","IO_inferior olivary complex, Left","datasource",1,922,49.68,3.54e-12,"*",0.051,1.46556e-09
"167","IO_inferior olivary complex, Right","datasource",1,922,26.222,3.7e-07,"*",0.028,0.00015318
"168","IOG-i_inferior occipital gyrus, Left, inferior bank of gyrus","datasource",1,922,90.313,1.7e-20,"*",0.089,7.038e-18
"169","IOG-i_inferior occipital gyrus, Right, inferior bank of gyrus","datasource",1,922,62.028,9.5e-15,"*",0.063,3.933e-12
"170","IOG-s_inferior occipital gyrus, Left, superior bank of gyrus","datasource",1,922,95.452,1.61e-21,"*",0.094,6.6654e-19
"171","IOG-s_inferior occipital gyrus, Right, superior bank of gyrus","datasource",1,922,67.636,6.65e-16,"*",0.068,2.7531e-13
"172","IRoG_inferior rostral gyrus, Left","datasource",1,922,89.785,2.17e-20,"*",0.089,8.9838e-18
"173","IRoG_inferior rostral gyrus, Right","datasource",1,922,99.009,3.16e-22,"*",0.097,1.30824e-19
"174","ITG-its_inferior temporal gyrus, Left, bank of the its","datasource",1,922,92.296,6.83e-21,"*",0.091,2.82762e-18
"175","ITG-its_inferior temporal gyrus, Right, bank of the its","datasource",1,922,82.601,6.01e-19,"*",0.082,2.48814e-16
"176","ITG-l_inferior temporal gyrus, Left, lateral bank of gyrus","datasource",1,922,76.376,1.09e-17,"*",0.077,4.5126e-15
"177","ITG-l_inferior temporal gyrus, Right, lateral bank of gyrus","datasource",1,922,98.952,3.25e-22,"*",0.097,1.3455e-19
"178","ITG-mts_inferior temporal gyrus, Left, bank of mts","datasource",1,922,86.121,1.18e-19,"*",0.085,4.8852e-17
"179","ITG-mts_inferior temporal gyrus, Right, bank of mts","datasource",1,922,85.147,1.85e-19,"*",0.085,7.659e-17
"180","LA_Lateral Nucleus, Left","datasource",1,922,69.435,2.84e-16,"*",0.07,1.17576e-13
"181","LA_Lateral Nucleus, Right","datasource",1,922,88.839,3.35e-20,"*",0.088,1.3869e-17
"182","LC_locus ceruleus, Left","datasource",1,922,30.903,3.55e-08,"*",0.032,1.4697e-05
"183","LC_locus ceruleus, Right","datasource",1,922,37.048,1.69e-09,"*",0.039,6.9966e-07
"184","LGd_Dorsal Lateral Geniculate Nucleus, Left","datasource",1,922,35.003,4.64e-09,"*",0.037,1.92096e-06
"185","LGd_Dorsal Lateral Geniculate Nucleus, Right","datasource",1,922,30.504,4.33e-08,"*",0.032,1.79262e-05
"186","LHA_Lateral hypothalamic area, Left","datasource",1,922,100.726,1.45e-22,"*",0.098,6.003e-20
"187","LHA_Lateral hypothalamic area, Right","datasource",1,922,65.086,2.22e-15,"*",0.066,9.1908e-13
"188","LHM_Lateral Hypothalamic Area, Mammillary Region, Left","datasource",1,922,115.008,2.28e-25,"*",0.111,9.4392e-23
"189","LHM_Lateral Hypothalamic Area, Mammillary Region, Right","datasource",1,922,123.221,5.84e-27,"*",0.118,2.41776e-24
"190","LHT_Lateral Hypothalamic Area, Tuberal Region, Left","datasource",1,922,99.439,2.6e-22,"*",0.097,1.0764e-19
"191","LIG_Long Insular Gyri, Left","datasource",1,922,101.105,1.22e-22,"*",0.099,5.0508e-20
"192","LIG_Long Insular Gyri, Right","datasource",1,922,99.486,2.55e-22,"*",0.097,1.0557e-19
"193","LiG-pest_lingual gyrus, Left, peristriate","datasource",1,922,98.777,3.52e-22,"*",0.097,1.45728e-19
"194","LiG-pest_lingual gyrus, Right, peristriate","datasource",1,922,96.474,1.01e-21,"*",0.095,4.1814e-19
"195","LiG-str_lingual gyrus, Left, striate","datasource",1,922,117.931,6.17e-26,"*",0.113,2.55438e-23
"196","LiG-str_lingual gyrus, Right, striate","datasource",1,922,118.623,4.53e-26,"*",0.114,1.87542e-23
"197","LM_Lateral Mammillary Nucleus, Left","datasource",1,922,131.787,1.32e-28,"*",0.125,5.4648e-26
"198","LMRt_lateral medullary reticular group, Left","datasource",1,922,43.923,5.8e-11,"*",0.045,2.4012e-08
"199","LMRt_lateral medullary reticular group, Right","datasource",1,922,28.138,1.41e-07,"*",0.03,5.8374e-05
"200","LOrG_lateral orbital gyrus, Left","datasource",1,922,94.648,2.32e-21,"*",0.093,9.6048e-19
"201","LOrG_lateral orbital gyrus, Right","datasource",1,922,115.237,2.06e-25,"*",0.111,8.5284e-23
"202","LPB_lateral parabrachial nucleus, Left","datasource",1,922,46.634,1.55e-11,"*",0.048,6.417e-09
"203","LPB_lateral parabrachial nucleus, Right","datasource",1,922,42.541,1.14e-10,"*",0.044,4.7196e-08
"204","LTu_Lateral Tuberal Nucleus, Left","datasource",1,922,105.644,1.55e-23,"*",0.103,6.417e-21
"205","MB_Mammillary Body, Left","datasource",1,922,30.917,3.53e-08,"*",0.032,1.46142e-05
"206","MB_Mammillary Body, Right","datasource",1,922,47.955,8.17e-12,"*",0.049,3.38238e-09
"207","MBRa_Midbrain Raphe Nuclei","datasource",1,922,85.397,1.64e-19,"*",0.085,6.7896e-17
"208","MBRa_Midbrain Raphe Nuclei, Left","datasource",1,922,71.919,8.83e-17,"*",0.072,3.65562e-14
"209","MBRF_Midbrain Reticular Formation, Left","datasource",1,922,88.501,3.92e-20,"*",0.088,1.62288e-17
"210","MBRF_Midbrain Reticular Formation, Right","datasource",1,922,107.852,5.72e-24,"*",0.105,2.36808e-21
"211","MFG-i_middle frontal gyrus, Left, inferior bank of gyrus","datasource",1,922,87.367,6.61e-20,"*",0.087,2.73654e-17
"212","MFG-i_middle frontal gyrus, Right, inferior bank of gyrus","datasource",1,922,88.089,4.74e-20,"*",0.087,1.96236e-17
"213","MFG-s_middle frontal gyrus, Left, superior bank of gyrus","datasource",1,922,90.842,1.33e-20,"*",0.09,5.5062e-18
"214","MFG-s_middle frontal gyrus, Right, superior bank of gyrus","datasource",1,922,90.075,1.9e-20,"*",0.089,7.866e-18
"215","MG_Medial Geniculate Complex, Left","datasource",1,922,72.422,6.97e-17,"*",0.073,2.88558e-14
"216","MG_Medial Geniculate Complex, Right","datasource",1,922,64.222,3.35e-15,"*",0.065,1.3869e-12
"217","MM_Medial mammillary Nucleus, Left","datasource",1,922,71.553,1.05e-16,"*",0.072,4.347e-14
"218","Mo5_motor nucleus of trigeminal nerve, Left","datasource",1,922,88.852,3.33e-20,"*",0.088,1.37862e-17
"219","Mo5_motor nucleus of trigeminal nerve, Right","datasource",1,922,58.405,5.34e-14,"*",0.06,2.21076e-11
"220","MOrG_medial orbital gyrus, Left","datasource",1,922,90.563,1.52e-20,"*",0.089,6.2928e-18
"221","MOrG_medial orbital gyrus, Right","datasource",1,922,83.031,4.92e-19,"*",0.083,2.03688e-16
"222","MPB_medial parabrachial nucleus, Left","datasource",1,922,66.199,1.31e-15,"*",0.067,5.4234e-13
"223","MPB_medial parabrachial nucleus,Right","datasource",1,922,38.701,7.49e-10,"*",0.04,3.10086e-07
"224","MTG-i_middle temporal gyrus, Left, inferior bank of gyrus","datasource",1,922,83.761,3.51e-19,"*",0.083,1.45314e-16
"225","MTG-i_middle temporal gyrus, Right, inferior bank of gyrus","datasource",1,922,82.547,6.16e-19,"*",0.082,2.55024e-16
"226","MTG-s_middle temporal gyrus, Left, superior bank of gyrus","datasource",1,922,84.739,2.23e-19,"*",0.084,9.2322e-17
"227","MTG-s_middle temporal gyrus, Right, superior bank of gyrus","datasource",1,922,82.785,5.52e-19,"*",0.082,2.28528e-16
"228","nbM_Basal nucleus, Left","datasource",1,922,46.121,1.99e-11,"*",0.048,8.2386e-09
"229","OlfT_Olfactory Tubercle, Left","datasource",1,922,108.418,4.43e-24,"*",0.105,1.83402e-21
"230","OPi_occipital pole, Left, inferior aspect","datasource",1,922,105.8,1.45e-23,"*",0.103,6.003e-21
"231","opIFG_inferior frontal gyrus, opercular part, Left","datasource",1,922,90.315,1.7e-20,"*",0.089,7.038e-18
"232","opIFG_inferior frontal gyrus, opercular part, Right","datasource",1,922,108.173,4.95e-24,"*",0.105,2.0493e-21
"233","OPl_occipital pole, Left, lateral aspect","datasource",1,922,118.915,3.98e-26,"*",0.114,1.64772e-23
"234","OPs_occipital pole, Left, superior aspect","datasource",1,922,101.517,1.01e-22,"*",0.099,4.1814e-20
"235","orIFG_inferior frontal gyrus, orbital part, Left","datasource",1,922,90.607,1.48e-20,"*",0.089,6.1272e-18
"236","orIFG_inferior frontal gyrus, orbital part, Right","datasource",1,922,85.771,1.38e-19,"*",0.085,5.7132e-17
"237","OTG-i_occipito-temporal gyrus, Left, inferior bank of gyrus","datasource",1,922,90.536,1.53e-20,"*",0.089,6.3342e-18
"238","OTG-i_occipito-temporal gyrus, Right, inferior bank of gyrus","datasource",1,922,67.565,6.88e-16,"*",0.068,2.84832e-13
"239","OTG-s_occipito-temporal gyrus, Left, superior bank of gyrus","datasource",1,922,84.792,2.18e-19,"*",0.084,9.0252e-17
"240","OTG-s_occipito-temporal gyrus, Right, superior bank of gyrus","datasource",1,922,74.975,2.11e-17,"*",0.075,8.7354e-15
"241","Pa_Paraventricular Nuclei, Left of Thalamus, Left","datasource",1,922,14.599,0.000142,"*",0.016,0.058788
