"freq","group"
0.951278,"desMartin"
0.950679,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.950879,"desMartin"
0.950879,"desMartin"
0.950879,"desMartin"
0.992212,"desMartin"
0.950479,"desMartin"
0.949281,"desMartin"
0.998802,"desMartin"
0.998802,"desMartin"
0.957867,"desMartin"
0.998802,"desMartin"
0.957867,"desMartin"
0.959065,"desMartin"
0.957069,"desMartin"
0.959065,"desMartin"
0.957867,"desMartin"
0.957867,"desMartin"
0.958067,"desMartin"
1,"desMartin"
0.959065,"desMartin"
0.959065,"desMartin"
0.958067,"desMartin"
0.958067,"desMartin"
0.957867,"desMartin"
0.957867,"desMartin"
0.957268,"desMartin"
0.957069,"desMartin"
0.956869,"desMartin"
0.950479,"desMartin"
0.950479,"desMartin"
0.950479,"desMartin"
0.995607,"desMartin"
0.996006,"desMartin"
0.995008,"desMartin"
0.991813,"desMartin"
0.993211,"desMartin"
0.993211,"desMartin"
0.994609,"desMartin"
0.994609,"desMartin"
0.994609,"desMartin"
0.991813,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.994609,"desMartin"
0.998003,"desMartin"
0.998003,"desMartin"
0.998403,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.967851,"desMartin"
1,"desMartin"
0.999601,"desMartin"
0.972244,"desMartin"
0.934505,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.999201,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.926717,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.999201,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.986621,"desMartin"
1,"desMartin"
0.971845,"desMartin"
0.994609,"desMartin"
0.951478,"desMartin"
0.971645,"desMartin"
0.991214,"desMartin"
0.997204,"desMartin"
0.978035,"desMartin"
0.991214,"desMartin"
0.933506,"desMartin"
0.977236,"desMartin"
0.977236,"desMartin"
0.977236,"desMartin"
0.977236,"desMartin"
0.985024,"desMartin"
0.984824,"desMartin"
0.984824,"desMartin"
0.985224,"desMartin"
0.985224,"desMartin"
0.985024,"desMartin"
0.973442,"desMartin"
0.930312,"desMartin"
0.930711,"desMartin"
0.931909,"desMartin"
0.982242,"desMartin"
0.945487,"desMartin"
0.998403,"desMartin"
0.9377,"desMartin"
0.961262,"desMartin"
1,"desMartin"
0.91234,"desMartin"
0.947085,"desMartin"
0.922724,"desMartin"
0.938124,"desMartin"
0.90832,"desMartin"
0.900359,"desMartin"
0.916134,"desMartin"
0.916534,"desMartin"
0.998403,"desMartin"
0.976837,"desMartin"
0.989816,"desMartin"
0.914537,"desMartin"
1,"desMartin"
0.994209,"desMartin"
0.986222,"desMartin"
0.915136,"desMartin"
0.915136,"desMartin"
0.999002,"desMartin"
0.951877,"desMartin"
0.909744,"desMartin"
0.908546,"desMartin"
0.908347,"desMartin"
0.914537,"desMartin"
0.948083,"desMartin"
0.932508,"desMartin"
0.939896,"desMartin"
0.948682,"desMartin"
0.914736,"desMartin"
0.914736,"desMartin"
0.955072,"desMartin"
1,"desMartin"
0.9375,"desMartin"
0.995208,"desMartin"
0.985623,"desMartin"
0.90016,"desMartin"
1,"desMartin"
0.994209,"desMartin"
0.954673,"desMartin"
1,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.998802,"desMartin"
0.999601,"desMartin"
0.998003,"desMartin"
0.999601,"desMartin"
0.998802,"desMartin"
0.997204,"desMartin"
0.998602,"desMartin"
0.984225,"desMartin"
1,"desMartin"
0.998602,"desMartin"
0.918131,"desMartin"
0.903754,"desMartin"
0.962061,"desMartin"
0.943291,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.985623,"desMartin"
0.985423,"desMartin"
0.985623,"desMartin"
0.985224,"desMartin"
1,"desMartin"
0.98722,"desMartin"
0.98722,"desMartin"
0.980431,"desMartin"
0.980431,"desMartin"
0.980431,"desMartin"
0.980431,"desMartin"
0.980431,"desMartin"
0.980431,"desMartin"
0.991014,"desMartin"
0.990815,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.927716,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999201,"desMartin"
0.923123,"desMartin"
0.994808,"desMartin"
0.979433,"desMartin"
0.963059,"desMartin"
0.963059,"desMartin"
0.963059,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.96266,"desMartin"
0.991613,"desMartin"
0.991414,"desMartin"
0.966454,"desMartin"
0.990815,"desMartin"
0.966853,"desMartin"
0.965855,"desMartin"
0.992612,"desMartin"
0.990615,"desMartin"
1,"desMartin"
0.996406,"desMartin"
0.996406,"desMartin"
0.997404,"desMartin"
0.953075,"desMartin"
0.952875,"desMartin"
0.979832,"desMartin"
0.940695,"desMartin"
1,"desMartin"
0.939696,"desMartin"
0.94349,"desMartin"
0.994808,"desMartin"
0.9998,"desMartin"
0.913538,"desMartin"
0.946685,"desMartin"
0.998203,"desMartin"
0.907548,"desMartin"
0.907348,"desMartin"
0.906749,"desMartin"
0.993211,"desMartin"
0.99381,"desMartin"
0.994609,"desMartin"
0.99381,"desMartin"
0.948283,"desMartin"
0.972045,"desMartin"
0.91274,"desMartin"
0.979433,"desMartin"
0.942492,"desMartin"
0.986222,"desMartin"
0.960064,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.9998,"desMartin"
1,"desMartin"
1,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.998403,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.9998,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.998602,"desMartin"
0.998602,"desMartin"
1,"desMartin"
0.989417,"desMartin"
0.989417,"desMartin"
0.989417,"desMartin"
0.989417,"desMartin"
0.989417,"desMartin"
0.994409,"desMartin"
0.994209,"desMartin"
0.994409,"desMartin"
0.994409,"desMartin"
0.994409,"desMartin"
0.994409,"desMartin"
0.994409,"desMartin"
0.988219,"desMartin"
0.978435,"desMartin"
0.975839,"desMartin"
0.978634,"desMartin"
0.978634,"desMartin"
0.975839,"desMartin"
0.999401,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.975439,"desMartin"
0.999401,"desMartin"
0.902157,"desMartin"
0.93151,"desMartin"
0.93131,"desMartin"
0.924321,"desMartin"
0.923323,"desMartin"
0.938299,"desMartin"
0.938898,"desMartin"
0.999002,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.983626,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.959265,"desMartin"
0.990815,"desMartin"
0.99401,"desMartin"
0.994808,"desMartin"
0.946486,"desMartin"
0.946685,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.980831,"desMartin"
0.980831,"desMartin"
0.980831,"desMartin"
0.993186,"desMartin"
0.946685,"desMartin"
0.922125,"desMartin"
0.922125,"desMartin"
0.938898,"desMartin"
0.909145,"desMartin"
0.909345,"desMartin"
1,"desMartin"
0.955871,"desMartin"
0.975839,"desMartin"
0.928914,"desMartin"
0.926787,"desMartin"
0.961661,"desMartin"
0.987021,"desMartin"
0.987021,"desMartin"
0.972843,"desMartin"
0.975839,"desMartin"
0.989617,"desMartin"
0.947085,"desMartin"
0.974641,"desMartin"
0.946086,"desMartin"
0.939097,"desMartin"
0.939097,"desMartin"
0.939097,"desMartin"
0.976238,"desMartin"
0.997404,"desMartin"
1,"desMartin"
0.984225,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.999002,"desMartin"
1,"desMartin"
0.9998,"desMartin"
0.997804,"desMartin"
0.995208,"desMartin"
0.995208,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
1,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991613,"desMartin"
0.991014,"desMartin"
0.991014,"desMartin"
0.991014,"desMartin"
0.954473,"desMartin"
0.954473,"desMartin"
0.954473,"desMartin"
0.954473,"desMartin"
0.954473,"desMartin"
0.954473,"desMartin"
0.954473,"desMartin"
0.954872,"desMartin"
0.954073,"desMartin"
0.954473,"desMartin"
0.954673,"desMartin"
0.954473,"desMartin"
0.954273,"desMartin"
0.954273,"desMartin"
0.954673,"desMartin"
0.957867,"desMartin"
0.945288,"desMartin"
0.905351,"desMartin"
0.906749,"desMartin"
1,"desMartin"
0.969848,"desMartin"
1,"desMartin"
0.987819,"desMartin"
0.90615,"desMartin"
0.999601,"desMartin"
1,"desMartin"
0.953874,"desMartin"
0.976238,"desMartin"
1,"desMartin"
1,"desMartin"
0.963658,"desMartin"
0.963858,"desMartin"
0.963858,"desMartin"
0.98722,"desMartin"
0.90438,"desMartin"
0.909145,"desMartin"
0.952476,"desMartin"
0.952476,"desMartin"
0.952476,"desMartin"
0.952476,"desMartin"
0.952476,"desMartin"
0.952476,"desMartin"
0.986222,"desMartin"
0.999002,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.909744,"desMartin"
1,"desMartin"
0.908746,"desMartin"
0.910942,"desMartin"
0.919329,"desMartin"
0.929113,"desMartin"
0.930112,"desMartin"
0.930112,"desMartin"
0.973976,"desMartin"
0.930112,"desMartin"
0.930312,"desMartin"
0.988419,"desMartin"
0.955072,"desMartin"
0.917332,"desMartin"
0.919329,"desMartin"
0.925719,"desMartin"
0.987819,"desMartin"
0.979433,"desMartin"
0.980831,"desMartin"
0.931909,"desMartin"
0.992612,"desMartin"
0.935104,"desMartin"
0.923323,"desMartin"
0.926118,"desMartin"
0.926118,"desMartin"
0.926118,"desMartin"
0.926118,"desMartin"
0.926318,"desMartin"
0.926318,"desMartin"
0.926518,"desMartin"
0.926118,"desMartin"
0.926118,"desMartin"
0.925519,"desMartin"
0.923722,"desMartin"
0.925319,"desMartin"
0.927117,"desMartin"
0.959065,"desMartin"
0.979034,"desMartin"
1,"desMartin"
0.993211,"desMartin"
0.952676,"desMartin"
0.997204,"desMartin"
0.997204,"desMartin"
0.957069,"desMartin"
0.928514,"desMartin"
0.94988,"desMartin"
0.95008,"desMartin"
0.964856,"desMartin"
0.939097,"desMartin"
0.999401,"desMartin"
0.991014,"desMartin"
0.971046,"desMartin"
0.991214,"desMartin"
0.971046,"desMartin"
0.971046,"desMartin"
0.914337,"desMartin"
0.995807,"desMartin"
0.995607,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999201,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.997604,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.999002,"desMartin"
0.998802,"desMartin"
0.998602,"desMartin"
0.997803,"desMartin"
0.998203,"desMartin"
0.999401,"desMartin"
0.932109,"desMartin"
0.921126,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.999401,"desMartin"
0.914137,"desMartin"
0.914137,"desMartin"
0.914337,"desMartin"
0.900559,"desMartin"
0.914137,"desMartin"
0.934904,"desMartin"
0.914137,"desMartin"
0.914137,"desMartin"
0.913938,"desMartin"
0.934904,"desMartin"
0.914137,"desMartin"
0.960264,"desMartin"
0.960264,"desMartin"
0.960264,"desMartin"
0.915136,"desMartin"
0.914936,"desMartin"
0.960264,"desMartin"
0.914936,"desMartin"
0.960264,"desMartin"
0.915136,"desMartin"
0.960264,"desMartin"
0.934704,"desMartin"
0.975559,"desMartin"
0.960264,"desMartin"
0.960064,"desMartin"
0.915335,"desMartin"
0.960064,"desMartin"
0.915335,"desMartin"
0.960264,"desMartin"
0.960264,"desMartin"
0.934704,"desMartin"
0.915335,"desMartin"
0.934505,"desMartin"
0.934505,"desMartin"
0.926717,"desMartin"
0.919129,"desMartin"
0.900359,"desMartin"
0.919329,"desMartin"
0.919329,"desMartin"
0.919329,"desMartin"
0.951656,"desMartin"
0.900359,"desMartin"
0.919329,"desMartin"
0.956764,"desMartin"
0.919329,"desMartin"
0.919329,"desMartin"
0.917931,"desMartin"
0.911941,"desMartin"
0.931909,"desMartin"
0.91234,"desMartin"
0.997346,"desMartin"
1,"desMartin"
0.999601,"desMartin"
0.999992,"desMartin"
0.999216,"desMartin"
1,"desMartin"
0.999401,"desMartin"
1,"desMartin"
0.999401,"desMartin"
1,"desMartin"
0.999401,"desMartin"
1,"desMartin"
1,"desMartin"
0.999601,"desMartin"
0.9998,"desMartin"
0.999002,"desMartin"
0.999401,"desMartin"
0.999601,"desMartin"
1,"desMartin"
0.999601,"desMartin"
0.994808,"desMartin"
0.999201,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999002,"desMartin"
0.999201,"desMartin"
0.988019,"desMartin"
0.997204,"desMartin"
0.997204,"desMartin"
0.915645,"desMartin"
0.998203,"desMartin"
0.999002,"desMartin"
0.999273,"desMartin"
0.998802,"desMartin"
0.998802,"desMartin"
0.998802,"desMartin"
0.998802,"desMartin"
0.998802,"desMartin"
0.996805,"desMartin"
0.992812,"desMartin"
0.997204,"desMartin"
0.971645,"desMartin"
0.972444,"desMartin"
0.985224,"desMartin"
0.978235,"desMartin"
0.984824,"desMartin"
0.921526,"desMartin"
1,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999201,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.999601,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.997604,"desMartin"
0.977636,"desMartin"
0.977636,"desMartin"
0.977436,"desMartin"
0.977436,"desMartin"
0.966254,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.969249,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.992412,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.992013,"desMartin"
0.992212,"desMartin"
0.992013,"desMartin"
0.969249,"desMartin"
0.992212,"desMartin"
0.969249,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.969249,"desMartin"
0.992212,"desMartin"
0.992212,"desMartin"
0.992013,"desMartin"
0.992013,"desMartin"
0.992013,"desMartin"
0.992013,"desMartin"
0.992013,"desMartin"
0.96905,"desMartin"
0.992013,"desMartin"
0.992013,"desMartin"
0.991613,"desMartin"
0.997804,"desMartin"
0.96865,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991214,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.991613,"desMartin"
0.997804,"desMartin"
0.997804,"desMartin"
0.998802,"desMartin"
0.960663,"desMartin"
0.960463,"desMartin"
0.997005,"desMartin"
0.935104,"desMartin"
0.941294,"desMartin"
0.934904,"desMartin"
0.984225,"desMartin"
0.935104,"desMartin"
0.972045,"desMartin"
0.972244,"desMartin"
0.935503,"desMartin"
0.941094,"desMartin"
0.901358,"desMartin"
0.976637,"desMartin"
0.944688,"desMartin"
0.944489,"desMartin"
0.945487,"desMartin"
0.955671,"desMartin"
0.955471,"desMartin"
0.943291,"desMartin"
0.958067,"desMartin"
0.958067,"desMartin"
0.958067,"desMartin"
0.958067,"desMartin"
0.958067,"desMartin"
0.961661,"desMartin"
0.976038,"desMartin"
0.975439,"desMartin"
0.955871,"desMartin"
0.95607,"desMartin"
0.959065,"desMartin"
0.955871,"desMartin"
0.98103,"desMartin"
0.955671,"desMartin"
0.96845,"desMartin"
0.971046,"desMartin"
0.96226,"desMartin"
0.965056,"desMartin"
0.994409,"desMartin"
0.959465,"desMartin"
0.941294,"desMartin"
0.940296,"desMartin"
0.939896,"desMartin"
0.931909,"desMartin"
0.960663,"desMartin"
0.938698,"desMartin"
0.998203,"desMartin"
0.997404,"desMartin"
0.997204,"desMartin"
0.997604,"desMartin"
0.997404,"desMartin"
0.997404,"desMartin"
0.997404,"desMartin"
0.997404,"desMartin"
0.997404,"desMartin"
0.997803,"desMartin"
0.997804,"desMartin"
0.997804,"desMartin"
0.997804,"desMartin"
0.997804,"desMartin"
0.997804,"desMartin"
0.997804,"desMartin"
0.972444,"desMartin"
0.96865,"desMartin"
0.958866,"desMartin"
0.958866,"desMartin"
0.958866,"desMartin"
0.958866,"desMartin"
0.923323,"desMartin"
0.958866,"desMartin"
0.958866,"desMartin"
0.958666,"desMartin"
0.958866,"desMartin"
0.958866,"desMartin"
0.923522,"desMartin"
0.996805,"desMartin"
0.996605,"desMartin"
0.996805,"desMartin"
0.996805,"desMartin"
0.996605,"desMartin"
0.996805,"desMartin"
0.996805,"desMartin"
0.996805,"desMartin"
0.996805,"desMartin"
0.918131,"desMartin"
0.915335,"desMartin"
0.985224,"desMartin"
0.946685,"desMartin"
0.945887,"desMartin"
0.945887,"desMartin"
0.945887,"desMartin"
0.931709,"desMartin"
0.96266,"desMartin"
0.924321,"desMartin"
0.932708,"desMartin"
0.932708,"desMartin"
0.954073,"desMartin"
0.95607,"desMartin"
0.938299,"desMartin"
0.994609,"desMartin"
0.945687,"desMartin"
0.924521,"desMartin"
0.990615,"desMartin"
0.990615,"desMartin"
0.990415,"desMartin"
0.990415,"desMartin"
0.985423,"desMartin"
0.948482,"desMartin"
0.990216,"desMartin"
0.990216,"desMartin"
0.948283,"desMartin"
0.948882,"desMartin"
0.923522,"desMartin"
0.932907,"desMartin"
0.925719,"desMartin"
0.999201,"desMartin"
0.999002,"desMartin"
0.999201,"desMartin"
0.994808,"desMartin"
0.994808,"desMartin"
0.98143,"desMartin"
0.971046,"desMartin"
0.971046,"desMartin"
0.970847,"desMartin"
0.965855,"desMartin"
0.978834,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999002,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.999201,"desMartin"
0.907348,"desMartin"
0.988818,"desMartin"
0.915535,"desMartin"
0.978035,"desMartin"
0.978035,"desMartin"
0.977835,"desMartin"
0.978035,"desMartin"
0.978435,"desMartin"
0.977835,"desMartin"
0.963858,"desMartin"
0.98722,"desMartin"
1,"desMartin"
0.987021,"desMartin"
0.999601,"desMartin"
0.98722,"desMartin"
0.98722,"desMartin"
0.98722,"desMartin"
0.999601,"desMartin"
0.988419,"desMartin"
0.988818,"desMartin"
0.988818,"desMartin"
0.988818,"desMartin"
0.973043,"desMartin"
0.973243,"desMartin"
0.993411,"desMartin"
1,"desMartin"
1,"desMartin"
0.98123,"desMartin"
1,"desMartin"
1,"desMartin"
0.99381,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.960863,"desMartin"
0.996805,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.997005,"desMartin"
0.915735,"desMartin"
0.915735,"desMartin"
0.916733,"desMartin"
0.998203,"desMartin"
0.998203,"desMartin"
0.9998,"desMartin"
0.9998,"desMartin"
1,"desMartin"
0.912141,"desMartin"
1,"desMartin"
0.9998,"desMartin"
0.9998,"desMartin"
1,"desMartin"
0.999401,"desMartin"
0.9998,"desMartin"
1,"desMartin"
1,"desMartin"
0.947883,"desMartin"
1,"desMartin"
1,"desMartin"
0.9998,"desMartin"
0.9998,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
1,"desMartin"
0.913339,"desMartin"
0.9998,"desMartin"
0.9998,"desMartin"
1,"desMartin"
0.966254,"desMartin"
1,"desMartin"
0.993011,"desMartin"
0.992013,"desMartin"
1,"desMartin"
0.950879,"desMartin"
0.921925,"desMartin"
0.943091,"desMartin"
0.931709,"desMartin"
0.938099,"desMartin"
0.938498,"desMartin"
0.935903,"desMartin"
0.919728,"desMartin"
0.908347,"desMartin"
0.919728,"desMartin"
0.919928,"desMartin"
0.919928,"desMartin"
0.965655,"desMartin"
0.965655,"desMartin"
0.965655,"desMartin"
0.965655,"desMartin"
0.965056,"desMartin"
0.965056,"desMartin"
0.977236,"desMartin"
0.969249,"desMartin"
0.967851,"desMartin"
0.977037,"desMartin"
0.977037,"desMartin"
0.977037,"desMartin"
0.977037,"desMartin"
0.977236,"desMartin"
0.935703,"desMartin"
0.983626,"desMartin"
0.936102,"desMartin"
0.936302,"desMartin"
0.936102,"desMartin"
0.936102,"desMartin"
0.936102,"desMartin"
0.963858,"desMartin"
0.964058,"desMartin"
0.964058,"desMartin"
1,"desMartin"
0.949281,"desMartin"
0.907548,"desMartin"
0.907548,"desMartin"
0.905674,"desMartin"
0.999201,"desMartin"
0.999002,"desMartin"
0.964257,"desMartin"
0.951478,"desMartin"
0.989816,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.967452,"desMartin"
0.973842,"desMartin"
0.967452,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.973842,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.969249,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995208,"desMartin"
0.969449,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.995407,"desMartin"
0.988618,"desMartin"
0.995407,"desMartin"
0.995208,"desMartin"
0.995407,"desMartin"
0.996006,"desMartin"
0.996006,"desMartin"
0.996006,"desMartin"
0.996006,"desMartin"
0.990216,"desMartin"
0.996006,"desMartin"
0.996006,"desMartin"
0.996006,"desMartin"
0.990216,"desMartin"
0.95028,"desMartin"
0.939297,"desMartin"
0.939297,"desMartin"
0.988818,"desMartin"
0.943291,"desMartin"
0.912141,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991813,"desMartin"
0.991613,"desMartin"
0.991813,"desMartin"
